Time_Interval,Nodal_Price_Node1,Nodal_Price_Node2
87,41.81216,49.4
88,49.4,49.4
89,49.4,49.4
90,49.4,49.4
91,49.4,49.4
92,49.4,49.4
93,49.4,49.4
94,41.81216,41.81216
95,41.81216,41.81216
96,41.81216,41.81216
97,41.81216,41.81216
98,41.81216,41.81216
99,41.81216,41.81216
100,41.81216,41.81216
101,49.4,49.4
102,49.4,49.4
103,49.4,49.39999999999999
104,49.4,49.39999999999999
105,49.4,49.4
106,41.81216,41.81216
107,41.81216,41.81216
108,41.81216,41.81216
109,41.81216,41.81216
110,41.81216,41.81216
111,41.81216,41.81216
112,41.81216,41.81216
113,49.39999999999999,49.4
114,49.39999999999999,49.4
115,49.39999999999999,49.39999999999999
116,49.39999999999999,49.39999999999999
117,49.39999999999999,49.4
118,41.81216,41.81216
119,41.81216,41.81216
120,41.81216,41.81216
121,41.81216,41.81216
122,41.81216,41.81216
123,41.81216,41.81216
124,41.81216,41.81216
125,49.4,49.4
126,49.4,49.4
127,49.4,49.4
128,49.4,49.4
129,49.4,49.4
130,41.81216,41.81216
131,41.81216,41.81216
132,41.81216,41.81216
133,41.81216,41.81216
134,41.81216,41.81216
135,41.81216,41.81216
136,49.4,49.4
137,49.4,49.4
138,49.4,49.4
139,49.4,49.4
140,49.4,49.4
141,49.4,49.4
142,41.81216,41.81216
143,41.81216,41.81216
144,41.81216,41.81216
145,41.81216,41.81216
146,49.4,49.4
147,49.4,49.4
148,49.4,49.4
149,49.4,49.4
150,49.4,49.4
151,49.4,49.39999999999999
152,49.4,49.4
153,41.81216,41.81216
154,41.81216,41.81216
155,41.81216,41.81216
156,41.81216,41.81216
157,41.81216,41.81216
158,41.81216,41.81216
159,41.81216,41.81216
160,41.81216,41.81216
161,49.4,49.4
162,49.4,49.4
163,49.4,49.4
164,49.4,49.4
165,49.4,49.4
166,49.4,49.4
167,49.4,49.4
168,49.4,49.4
169,41.81216,41.81216
170,41.81216,41.81216
171,41.81216,41.81216
172,41.81216,41.81216
173,41.81216,41.81216
174,49.4,49.4
175,49.4,49.4
176,49.4,49.4
177,41.81216,41.81216
178,41.81216,41.81216
179,41.81216,41.81216
180,41.81216,41.81216
181,41.81216,41.81216
182,41.81216,41.81216
183,41.81216,41.81216
184,41.81216,41.81216
185,49.4,49.4
186,49.4,49.4
187,49.4,49.4
188,49.4,41.81216
189,49.4,41.81216
190,49.4,41.81216
191,49.4,41.81216
192,41.81216,41.81216
193,41.81216,41.81216
194,41.81216,41.81216
195,41.81216,41.81216
196,41.81216,41.81216
197,41.81216,41.81216
198,49.4,49.4
199,49.4,41.81216
200,49.4,41.81216
201,41.81216,41.81216
202,41.81216,41.81216
203,41.81216,41.81216
204,41.81216,41.81216
205,41.81216,41.81216
206,41.81216,41.81216
207,41.81216,41.81216
208,41.81216,41.81216
209,49.4,49.4
210,49.4,49.4
211,49.4,49.4
212,49.4,41.81216
213,49.4,41.81216
214,41.81216,41.81216
215,41.81216,41.81216
216,41.81216,41.81216
217,41.81216,41.81216
218,41.81216,41.81216
219,41.81216,41.81216
220,41.81216,41.81216
221,49.4,49.4
222,49.4,49.4
223,49.4,49.39999999999999
224,49.4,49.4
225,49.4,49.4
226,41.81216,41.81216
227,41.81216,41.81216
228,41.81216,41.81216
229,41.81216,41.81216
230,41.81216,41.81216
231,41.81216,41.81216
232,41.81216,41.81216
233,58.36483931947069,49.4
234,58.36483931947069,49.4
235,58.36483931947069,49.4
236,58.36483931947069,49.4
237,58.36483931947069,41.81216
238,49.4,41.81216
239,49.4,49.4
240,49.4,49.4
241,49.4,49.4
242,49.4,49.4
243,49.4,49.4
244,49.4,49.4
245,49.4,49.4
246,49.4,49.4
247,58.36483931947069,49.39999999999999
248,58.36483931947069,49.39999999999999
249,49.4,49.4
250,49.4,49.4
251,49.4,49.4
252,49.4,49.4
253,49.4,49.4
254,49.4,49.4
255,49.4,49.4
256,49.4,49.4
257,58.36483931947069,49.39999999999999
258,58.36483931947069,49.4
259,58.36483931947069,49.4
260,58.36483931947069,49.4
261,58.36483931947069,49.4
262,49.4,49.4
263,49.4,49.4
264,49.4,49.4
265,49.4,49.4
266,49.4,49.4
267,49.4,49.4
268,49.4,49.4
269,49.4,49.4
270,49.39999999999999,49.39999999999999
271,58.36483931947069,49.4
272,58.36483931947069,49.4
273,49.4,49.4
274,49.4,49.4
275,49.4,49.4
276,49.4,49.4
277,49.4,49.4
278,49.4,49.4
279,49.4,49.4
280,49.4,49.4
281,58.36483931947069,49.39999999999999
282,58.36483931947069,49.39999999999999
283,58.36483931947069,49.4
284,58.36483931947069,49.4
285,58.36483931947069,49.4
286,49.4,49.4
287,49.4,49.4
288,49.4,49.4
289,49.4,49.4
290,49.4,49.4
291,49.4,49.4
292,49.4,49.4
293,49.4,49.4
294,49.4,49.4
295,58.36483931947069,49.4
296,58.36483931947069,49.4
297,49.4,49.4
298,49.4,49.4
299,49.4,49.4
300,49.4,49.4
301,49.4,49.4
302,49.4,49.4
303,49.4,49.4
304,49.4,49.4
305,58.36483931947069,49.4
306,58.36483931947069,49.4
307,58.36483931947069,49.4
308,58.36483931947069,49.4
309,49.4,41.81216
310,49.4,41.81216
311,49.4,41.81216
312,49.4,41.81216
313,49.4,41.81216
314,49.4,49.4
315,49.4,49.4
316,49.4,49.4
317,49.4,49.4
318,49.4,49.4
319,49.4,49.4
320,49.4,49.4
321,49.4,49.4
322,49.4,49.4
323,49.4,49.4
324,49.4,49.4
325,49.4,49.4
326,49.4,49.4
327,49.4,49.4
328,49.4,49.4
329,58.36483931947069,49.4
330,58.36483931947069,49.4
331,58.36483931947069,49.4
332,58.36483931947069,41.81216
333,58.36483931947069,41.81216
334,58.36483931947069,41.81216
335,58.36483931947069,41.81216
336,49.4,41.81216
337,49.4,41.81216
338,49.4,49.4
339,49.4,49.4
340,49.4,49.4
341,49.4,49.4
342,49.4,49.4
343,49.4,49.4
344,49.4,49.4
345,49.4,49.4
346,49.4,49.4
347,49.4,49.4
348,49.4,49.4
349,49.4,49.4
350,49.4,49.4
351,49.4,49.4
352,49.4,49.4
353,58.36483931947069,49.39999999999999
354,58.36483931947069,49.4
355,58.36483931947069,49.4
356,58.36483931947069,49.4
357,58.36483931947069,49.4
358,58.36483931947069,49.4
359,49.4,49.4
360,49.4,49.4
361,49.4,49.4
362,49.4,49.4
363,49.4,49.4
364,49.4,49.4
365,49.4,49.4
366,49.4,49.4
367,58.36483931947069,49.39999999999999
368,58.36483931947069,49.39999999999999
369,49.4,49.4
370,49.4,49.4
371,49.4,49.4
372,49.4,49.4
373,49.4,49.4
374,49.4,49.4
375,49.4,49.4
376,49.4,49.4
377,58.36483931947069,49.39999999999999
378,58.36483931947069,49.39999999999999
379,58.36483931947069,49.4
380,58.36483931947069,49.4
381,58.36483931947069,49.4
382,49.4,49.4
383,49.4,49.4
384,49.4,49.4
385,49.4,49.4
386,49.4,49.4
387,49.4,49.4
388,49.4,49.4
389,49.4,49.4
390,49.39999999999999,49.39999999999999
391,58.36483931947069,49.4
392,58.36483931947069,49.4
393,49.4,49.4
394,49.4,49.4
395,49.4,49.4
396,49.4,49.4
397,49.4,49.4
398,49.4,49.4
399,49.4,49.4
400,49.4,49.4
401,58.36483931947069,49.4
402,58.36483931947069,49.4
403,58.36483931947069,49.4
404,58.36483931947069,49.4
405,58.36483931947069,49.4
406,49.4,49.4
407,49.4,49.4
408,49.4,49.4
409,49.4,49.4
410,49.4,49.4
411,49.4,49.4
412,49.4,49.4
413,49.4,49.4
414,49.39999999999999,49.39999999999999
415,58.36483931947069,49.39999999999999
416,58.36483931947069,49.39999999999999
417,49.4,49.4
418,49.4,49.4
419,49.4,49.4
420,49.4,49.4
421,49.4,49.4
422,49.4,49.4
423,49.4,49.4
424,49.4,49.4
425,58.36483931947069,49.4
426,58.36483931947069,49.4
427,58.36483931947069,49.4
428,58.36483931947069,49.4
429,58.36483931947069,41.81216
430,49.4,41.81216
431,49.4,41.81216
432,49.4,49.4
433,49.4,49.4
434,49.4,49.4
435,49.4,49.4
436,49.4,49.4
437,49.4,49.4
438,49.4,49.4
439,58.36483931947069,49.4
440,58.36483931947069,49.4
441,49.4,49.4
442,49.4,49.4
443,49.4,49.4
444,49.4,49.4
445,49.4,49.4
446,49.4,49.4
447,49.4,49.4
448,58.36483931947069,49.4
449,58.36483931947069,49.4
450,58.36483931947069,49.4
451,58.36483931947069,49.4
452,58.36483931947069,49.4
453,58.36483931947069,49.4
454,49.4,49.4
455,49.4,49.4
456,49.4,49.4
457,49.4,49.4
458,49.4,49.4
459,49.4,49.4
460,49.4,49.4
461,49.4,49.4
462,49.4,49.4
463,58.36483931947069,49.39999999999999
464,58.36483931947069,49.39999999999999
465,49.4,49.4
466,49.4,49.4
467,49.4,49.4
468,49.4,49.4
469,49.4,49.4
470,49.4,49.4
471,49.4,49.4
472,58.36483931947069,49.39999999999999
473,58.36483931947069,49.39999999999999
474,58.36483931947069,49.39999999999999
475,58.36483931947069,49.39999999999999
476,58.36483931947069,49.39999999999999
477,49.4,49.4
478,49.4,49.4
479,49.4,49.4
480,49.4,49.4
481,49.4,49.4
482,49.4,49.4
483,49.4,49.4
484,49.4,49.4
485,49.4,49.4
486,49.4,49.4
487,49.4,49.4
488,49.4,49.4
489,49.4,49.4
490,49.4,49.4
491,49.4,49.4
492,49.4,49.4
493,49.4,49.4
494,49.4,49.4
495,49.4,49.4
496,49.4,49.4
497,49.4,49.4
498,58.36483931947069,49.4
499,58.36483931947069,49.4
500,58.36483931947069,49.4
501,58.36483931947069,49.4
502,58.36483931947069,49.4
503,49.4,49.4
504,49.4,49.4
505,49.4,49.4
506,49.4,49.4
507,49.4,49.4
508,49.4,49.4
509,49.4,49.4
510,49.4,49.4
511,49.4,49.4
512,41.81216,41.81216
513,41.81216,41.81216
514,41.81216,41.81216
515,41.81216,41.81216
516,41.81216,49.4
517,41.81216,49.4
518,41.81216,49.4
519,41.81216,49.4
520,41.81216,49.4
521,49.4,49.4
522,49.4,49.4
523,49.4,49.4
524,49.4,49.4
525,49.4,49.4
526,49.4,49.4
527,49.4,49.4
528,49.4,49.4
529,41.81216,41.81216
530,41.81216,41.81216
531,41.81216,41.81216
532,41.81216,41.81216
533,49.4,49.4
534,49.4,49.4
535,49.4,49.4
536,49.4,49.4
537,41.81216,41.81216
538,41.81216,41.81216
539,41.81216,41.81216
540,41.81216,41.81216
541,41.81216,41.81216
542,41.81216,41.81216
543,41.81216,41.81216
544,41.81216,41.81216
545,49.4,49.39999999999999
546,49.4,49.4
547,49.4,41.81216
548,49.4,49.4
549,49.4,49.39999999999999
550,49.4,49.4
551,41.81216,41.81216
552,41.81216,41.81216
553,41.81216,41.81216
554,49.4,49.4
555,49.4,49.4
556,49.4,49.4
557,49.4,49.4
558,49.4,49.4
559,49.4,49.4
560,49.4,49.4
561,41.81216,41.81216
562,41.81216,41.81216
563,41.81216,41.81216
564,41.81216,41.81216
565,41.81216,41.81216
566,41.81216,41.81216
567,41.81216,41.81216
568,41.81216,41.81216
569,49.39999999999999,49.39999999999999
570,49.39999999999999,49.39999999999999
571,49.39999999999999,49.39999999999999
572,49.39999999999999,49.39999999999999
573,49.39999999999999,49.39999999999999
574,41.81216,41.81216
575,41.81216,41.81216
576,41.81216,41.81216
577,41.81216,41.81216
578,41.81216,41.81216
579,41.81216,41.81216
580,41.81216,41.81216
581,49.39999999999999,49.39999999999999
582,49.39999999999999,49.39999999999999
583,49.39999999999999,49.39999999999999
584,49.39999999999999,49.39999999999999
585,41.81216,41.81216
586,41.81216,41.81216
587,41.81216,41.81216
588,41.81216,41.81216
589,41.81216,41.81216
590,41.81216,41.81216
591,41.81216,41.81216
592,41.81216,41.81216
593,49.39999999999999,49.39999999999999
594,49.39999999999999,49.39999999999999
595,49.39999999999999,49.39999999999999
596,49.39999999999999,49.39999999999999
597,49.39999999999999,49.39999999999999
598,41.81216,41.81216
599,41.81216,41.81216
600,41.81216,41.81216
601,41.81216,41.81216
602,41.81216,41.81216
603,49.4,49.4
604,49.4,49.4
605,49.4,49.4
606,49.39999999999999,49.4
607,49.39999999999999,49.4
608,49.4,49.4
609,41.81216,41.81216
610,41.81216,41.81216
611,41.81216,41.81216
612,41.81216,41.81216
613,41.81216,41.81216
614,41.81216,41.81216
615,41.81216,41.81216
616,41.81216,41.81216
617,49.4,49.4
618,49.4,49.4
619,49.4,49.4
620,49.4,49.4
621,49.4,49.4
622,49.4,49.4
623,41.81216,41.81216
624,41.81216,41.81216
625,41.81216,41.81216
626,41.81216,41.81216
627,41.81216,41.81216
628,41.81216,41.81216
629,49.4,49.4
630,49.4,49.4
631,49.4,49.4
632,49.4,49.4
633,41.81216,41.81216
634,41.81216,41.81216
635,41.81216,41.81216
636,41.81216,41.81216
637,41.81216,49.4
638,41.81216,49.4
639,41.81216,41.81216
640,41.81216,41.81216
641,49.4,49.4
642,49.4,49.4
643,49.4,49.4
644,49.4,49.4
645,49.4,49.4
646,49.4,49.4
647,41.81216,41.81216
648,41.81216,41.81216
649,41.81216,41.81216
650,41.81216,41.81216
651,41.81216,41.81216
652,41.81216,41.81216
653,41.81216,41.81216
654,49.4,49.4
655,49.4,49.4
656,41.81216,41.81216
657,41.81216,41.81216
658,41.81216,41.81216
659,41.81216,41.81216
660,41.81216,41.81216
661,41.81216,49.4
662,41.81216,49.4
663,41.81216,49.4
664,41.81216,41.81216
665,41.81216,41.81216
666,49.4,49.4
667,49.4,49.4
668,49.4,49.4
669,49.4,49.4
670,49.4,49.4
671,49.4,49.4
672,41.81216,41.81216
673,41.81216,41.81216
674,41.81216,41.81216
675,41.81216,41.81216
676,41.81216,41.81216
677,41.81216,41.81216
678,49.4,49.4
679,49.4,49.4
680,49.4,49.4
681,41.81216,41.81216
682,41.81216,41.81216
683,41.81216,41.81216
684,41.81216,41.81216
685,41.81216,41.81216
686,41.81216,41.81216
687,41.81216,41.81216
688,41.81216,41.81216
689,49.4,49.4
690,49.4,49.4
691,49.4,49.4
692,49.4,49.4
693,49.4,49.4
694,49.4,49.4
695,49.4,49.4
696,49.4,49.4
697,41.81216,41.81216
698,49.4,49.4
699,49.4,49.4
700,49.4,49.4
701,49.4,49.4
702,49.4,49.4
703,49.4,49.4
704,49.4,49.4
705,49.4,49.4
706,41.81216,41.81216
707,41.81216,41.81216
708,41.81216,41.81216
709,41.81216,41.81216
710,41.81216,41.81216
711,41.81216,41.81216
712,41.81216,41.81216
713,49.4,49.4
714,49.4,49.4
715,49.4,49.4
716,49.4,49.4
717,49.4,49.4
718,41.81216,41.81216
719,41.81216,41.81216
720,41.81216,41.81216
721,41.81216,41.81216
722,41.81216,41.81216
723,41.81216,41.81216
724,41.81216,41.81216
725,41.81216,41.81216
726,49.4,49.39999999999999
727,49.4,49.4
728,49.4,49.4
729,41.81216,41.81216
730,41.81216,41.81216
731,41.81216,41.81216
732,41.81216,41.81216
733,41.81216,41.81216
734,41.81216,41.81216
735,41.81216,41.81216
736,49.39999999999999,49.39999999999999
737,49.4,49.39999999999999
738,49.4,49.39999999999999
739,49.4,49.39999999999999
740,49.4,49.4
741,49.4,41.81216
742,41.81216,41.81216
743,41.81216,41.81216
744,41.81216,41.81216
745,41.81216,41.81216
746,41.81216,41.81216
747,41.81216,41.81216
748,41.81216,41.81216
749,41.81216,41.81216
750,49.4,49.4
751,49.4,49.4
752,49.4,49.4
753,49.4,49.4
754,41.81216,41.81216
755,41.81216,41.81216
756,41.81216,41.81216
757,41.81216,41.81216
758,41.81216,41.81216
759,41.81216,41.81216
760,49.4,49.4
761,49.4,41.81216
762,49.4,41.81216
763,49.4,41.81216
764,49.4,41.81216
765,49.4,41.81216
766,49.4,41.81216
767,41.81216,41.81216
768,41.81216,41.81216
769,41.81216,41.81216
770,41.81216,41.81216
771,41.81216,41.81216
772,41.81216,41.81216
773,41.81216,41.81216
774,49.4,49.4
775,49.4,49.4
776,49.4,49.4
777,49.4,49.4
778,41.81216,41.81216
779,41.81216,41.81216
780,41.81216,41.81216
781,41.81216,41.81216
782,41.81216,41.81216
783,41.81216,41.81216
784,41.81216,41.81216
785,49.4,49.4
786,49.4,41.81216
787,49.4,41.81216
788,49.4,41.81216
789,49.4,41.81216
790,49.4,41.81216
791,41.81216,41.81216
792,41.81216,41.81216
793,41.81216,41.81216
794,41.81216,41.81216
795,41.81216,41.81216
796,41.81216,41.81216
797,49.4,49.4
798,49.4,49.4
799,49.4,49.4
800,49.4,49.4
801,49.4,49.4
802,41.81216,41.81216
803,41.81216,41.81216
804,41.81216,41.81216
805,41.81216,41.81216
806,41.81216,49.4
807,41.81216,41.81216
808,41.81216,41.81216
809,49.4,49.4
810,49.4,49.4
811,49.4,49.4
812,49.4,41.81216
813,49.4,41.81216
814,41.81216,41.81216
815,41.81216,41.81216
816,41.81216,41.81216
817,49.4,49.4
818,41.81216,41.81216
819,41.81216,41.81216
820,41.81216,41.81216
821,49.4,49.4
822,49.4,49.4
823,49.4,49.4
824,49.4,49.4
825,41.81216,41.81216
826,41.81216,41.81216
827,41.81216,41.81216
828,41.81216,41.81216
829,41.81216,41.81216
830,41.81216,41.81216
831,41.81216,41.81216
832,49.4,49.4
833,49.4,49.4
834,49.4,49.4
835,49.4,49.4
836,49.4,49.4
837,49.4,7.4
838,49.4,7.3999999999999995
839,49.4,7.4
840,49.4,7.4
841,7.3999999999999995,7.3999999999999995
842,7.4,7.4
843,7.4,7.4
844,7.4,7.4
845,7.4,7.4
846,7.3999999999999995,7.3999999999999995
847,8.742911153119092,8.742911153119092
848,8.742911153119092,8.742911153119092
849,7.3999999999999995,7.3999999999999995
850,7.3999999999999995,7.4
851,7.3999999999999995,7.3999999999999995
852,7.3999999999999995,7.3999999999999995
853,7.3999999999999995,7.3999999999999995
854,7.3999999999999995,7.3999999999999995
855,7.3999999999999995,7.3999999999999995
856,7.3999999999999995,7.3999999999999995
857,7.3999999999999995,7.3999999999999995
858,8.742911153119092,8.742911153119092
859,8.742911153119092,7.3999999999999995
860,8.742911153119092,7.3999999999999995
861,8.742911153119092,7.3999999999999995
862,8.742911153119092,7.3999999999999995
863,7.3999999999999995,7.3999999999999995
864,7.3999999999999995,7.3999999999999995
865,7.3999999999999995,7.3999999999999995
866,7.3999999999999995,7.3999999999999995
867,7.3999999999999995,7.3999999999999995
868,7.3999999999999995,7.3999999999999995
869,7.3999999999999995,7.3999999999999995
870,8.742911153119092,8.742911153119092
871,8.742911153119092,8.742911153119092
872,8.742911153119092,8.742911153119092
873,7.3999999999999995,7.3999999999999995
874,7.3999999999999995,7.3999999999999995
875,7.3999999999999995,7.3999999999999995
876,7.3999999999999995,7.3999999999999995
877,7.3999999999999995,7.3999999999999995
878,7.3999999999999995,7.3999999999999995
879,7.3999999999999995,7.3999999999999995
880,8.742911153119092,8.742911153119092
881,8.742911153119092,8.742911153119092
882,8.742911153119092,8.742911153119092
883,8.742911153119092,8.742911153119092
884,8.742911153119092,7.4
885,8.742911153119092,7.3999999999999995
886,7.4,7.4
887,7.4,7.4
888,7.3999999999999995,7.3999999999999995
889,7.4,7.4
890,7.4,7.4
891,7.4,7.4
892,7.4,7.4
893,7.4,7.4
894,8.742911153119092,7.4
895,8.742911153119092,7.3999999999999995
896,8.742911153119092,7.4
897,8.742911153119092,8.742911153119092
898,7.3999999999999995,7.3999999999999995
899,7.3999999999999995,7.3999999999999995
900,7.3999999999999995,7.3999999999999995
901,7.3999999999999995,7.3999999999999995
902,7.3999999999999995,7.3999999999999995
903,7.3999999999999995,7.3999999999999995
904,8.742911153119092,8.742911153119092
905,8.742911153119092,7.4
906,8.742911153119092,7.400000000000001
907,8.742911153119092,7.400000000000001
908,8.742911153119092,7.4
909,8.742911153119092,7.4
910,8.742911153119092,7.4
911,7.4,7.4
912,7.4,7.4
913,7.4,7.4
914,7.4,7.4
915,7.400000000000001,7.400000000000001
916,7.400000000000001,7.400000000000001
917,7.4,7.4
918,7.4,7.4
919,8.742911153119094,7.4
920,8.742911153119094,7.4
921,7.3999999999999995,7.3999999999999995
922,7.3999999999999995,7.3999999999999995
923,7.3999999999999995,7.3999999999999995
924,7.4,7.4
925,7.3999999999999995,7.3999999999999995
926,7.3999999999999995,7.3999999999999995
927,7.3999999999999995,7.3999999999999995
928,7.3999999999999995,7.3999999999999995
929,8.742911153119092,7.4
930,8.742911153119092,7.4
931,8.742911153119092,7.4
932,8.742911153119092,7.4
933,8.742911153119092,7.4
934,7.400000000000001,7.400000000000001
935,7.4,7.4
936,7.4,7.4
937,7.4,7.4
938,7.4,7.4
939,7.400000000000001,7.400000000000001
940,7.400000000000001,7.400000000000001
941,7.400000000000001,7.400000000000001
942,7.400000000000001,7.400000000000001
943,8.742911153119094,8.742911153119094
944,8.742911153119094,8.742911153119094
945,7.3999999999999995,7.3999999999999995
946,7.3999999999999995,7.3999999999999995
947,7.3999999999999995,7.3999999999999995
948,7.3999999999999995,7.4
949,7.3999999999999995,7.3999999999999995
950,7.3999999999999995,7.4
951,7.3999999999999995,7.3999999999999995
952,7.3999999999999995,7.3999999999999995
953,8.742911153119092,8.742911153119092
954,8.742911153119092,8.742911153119092
955,8.742911153119092,7.3999999999999995
956,8.742911153119092,8.742911153119092
957,8.742911153119092,8.742911153119092
958,7.3999999999999995,7.3999999999999995
959,7.3999999999999995,7.3999999999999995
960,7.3999999999999995,7.3999999999999995
961,7.3999999999999995,7.3999999999999995
962,7.3999999999999995,7.3999999999999995
963,7.3999999999999995,7.3999999999999995
964,7.3999999999999995,7.3999999999999995
965,7.3999999999999995,7.3999999999999995
966,7.3999999999999995,7.3999999999999995
967,8.742911153119092,8.742911153119092
968,8.742911153119092,8.742911153119092
969,7.3999999999999995,7.3999999999999995
970,7.3999999999999995,7.3999999999999995
971,7.3999999999999995,7.3999999999999995
972,7.3999999999999995,7.3999999999999995
973,7.3999999999999995,7.3999999999999995
974,7.3999999999999995,7.3999999999999995
975,7.3999999999999995,7.3999999999999995
976,7.3999999999999995,7.3999999999999995
977,8.742911153119092,8.742911153119092
978,8.742911153119092,8.742911153119092
979,8.742911153119092,7.3999999999999995
980,8.742911153119092,7.3999999999999995
981,8.742911153119092,7.3999999999999995
982,7.3999999999999995,7.3999999999999995
983,7.3999999999999995,7.3999999999999995
984,7.3999999999999995,7.3999999999999995
985,7.3999999999999995,7.3999999999999995
986,7.3999999999999995,7.3999999999999995
987,7.3999999999999995,7.3999999999999995
988,7.3999999999999995,7.3999999999999995
989,7.3999999999999995,7.3999999999999995
990,7.3999999999999995,7.3999999999999995
991,7.3999999999999995,7.3999999999999995
992,8.742911153119092,8.742911153119092
993,7.3999999999999995,7.3999999999999995
994,7.3999999999999995,7.3999999999999995
995,7.3999999999999995,7.3999999999999995
996,7.3999999999999995,7.3999999999999995
997,7.3999999999999995,7.3999999999999995
998,7.3999999999999995,8.742911153119092
999,7.3999999999999995,7.3999999999999995
1000,7.3999999999999995,7.3999999999999995
1001,8.742911153119092,8.742911153119092
1002,8.742911153119092,8.742911153119092
1003,8.742911153119092,8.742911153119092
1004,8.742911153119092,7.3999999999999995
1005,8.742911153119092,7.3999999999999995
1006,8.742911153119092,7.3999999999999995
1007,8.742911153119092,7.3999999999999995
1008,7.3999999999999995,7.3999999999999995
1009,7.3999999999999995,7.3999999999999995
1010,7.3999999999999995,7.3999999999999995
1011,7.3999999999999995,7.3999999999999995
1012,7.3999999999999995,7.3999999999999995
1013,7.3999999999999995,7.3999999999999995
1014,7.3999999999999995,7.3999999999999995
1015,7.3999999999999995,7.3999999999999995
1016,8.742911153119092,8.742911153119092
1017,7.3999999999999995,7.3999999999999995
1018,7.3999999999999995,7.3999999999999995
1019,7.3999999999999995,7.3999999999999995
1020,7.3999999999999995,7.3999999999999995
1021,7.3999999999999995,7.3999999999999995
1022,7.3999999999999995,7.3999999999999995
1023,7.3999999999999995,7.3999999999999995
1024,8.742911153119092,8.742911153119092
1025,49.4,8.742911153119092
1026,49.4,8.742911153119092
1027,49.4,7.3999999999999995
1028,49.4,7.3999999999999995
1029,49.4,7.3999999999999995
1030,49.4,7.3999999999999995
1031,49.4,7.3999999999999995
1032,49.4,7.3999999999999995
1033,41.81216,7.3999999999999995
1034,41.81216,41.81216
1035,41.81216,41.81216
1036,41.81216,41.81216
1037,41.81216,41.81216
1038,41.81216,41.81216
1039,49.4,41.81216
1040,49.4,41.81216
1041,41.81216,41.81216
1042,41.81216,41.81216
1043,41.81216,41.81216
1044,41.81216,41.81216
1045,41.81216,41.81216
1046,41.81216,41.81216
1047,41.81216,41.81216
1048,49.4,41.81216
1049,49.4,41.81216
1050,49.4,35.389812223999996
1051,49.4,35.389812223999996
1052,49.4,35.389812223999996
1053,49.4,35.389812223999996
1054,41.81216,35.389812223999996
1055,41.81216,35.389812223999996
1056,41.81216,35.389812223999996
1057,41.81216,35.389812223999996
1058,41.81216,35.389812223999996
1059,41.81216,35.389812223999996
1060,41.81216,35.389812223999996
1061,41.81216,35.389812223999996
1062,41.81216,41.81216
1063,49.4,41.81216
1064,49.4,41.81216
1065,41.81216,41.81216
1066,41.81216,41.81216
1067,41.81216,41.81216
1068,41.81216,41.81216
1069,41.81216,41.81216
1070,41.81216,41.81216
1071,41.81216,41.81216
1072,41.81216,41.81216
1073,49.4,41.81216
1074,49.4,41.81216
1075,49.4,41.81216
1076,49.4,35.389812223999996
1077,49.4,35.389812223999996
1078,49.4,35.389812223999996
1079,41.81216,35.389812223999996
1080,41.81216,35.389812223999996
1081,41.81216,41.81216
1082,41.81216,41.81216
1083,41.81216,41.81216
1084,41.81216,41.81216
1085,41.81216,35.389812223999996
1086,49.4,35.389812223999996
1087,49.4,35.389812223999996
1088,49.4,35.389812223999996
1089,49.4,41.81216
