Hours,ng_ccs_WECC,nuclear_WECC,wind_WECC,solar_WECC,ng_ccs_ERCOT,nuclear_ERCOT,solar_ERCOT,wind_ERCOT
7485,1,1,0.098,0,1,1,0,0.2022
7486,1,1,0.11,0,1,1,0,0.275
7487,1,1,0.147,0,1,1,0,0.3696
7488,1,1,0.168,0,1,1,0,0.4108
7489,1,1,0.248,0,1,1,0,0.438
7490,1,1,0.255,0,1,1,0,0.4858
7491,1,1,0.129,0,1,1,0,0.5538
7492,1,1,0.048,0,1,1,0,0.604
7493,1,1,0.07,0,1,1,0,0.6498
7494,1,1,0.107,0,1,1,0,0.6976
7495,1,1,0.132,0,1,1,0,0.7258
7496,1,1,0.128,0.092,1,1,0.0072,0.744
7497,1,1,0.13,0.296,1,1,0.0628,0.7486
7498,1,1,0.172,0.426666667,1,1,0.1464,0.7804
7499,1,1,0.33,0.479666667,1,1,0.2,0.777
7500,1,1,0.433,0.493666667,1,1,0.245,0.7458
7501,1,1,0.622,0.485,1,1,0.2524,0.7108
7502,1,1,0.309,0.491,1,1,0.2244,0.6906
7503,1,1,0.141,0.422,1,1,0.1666,0.6902
7504,1,1,0.196,0.287,1,1,0.1042,0.7002
7505,1,1,0.208,0.103,1,1,0.0452,0.6938
7506,1,1,0.268,0,1,1,0.0046,0.6074
7507,1,1,0.406,0,1,1,0,0.5744
7508,1,1,0.321,0,1,1,0,0.5692
7509,1,1,0.331,0,1,1,0,0.5208
7510,1,1,0.338,0,1,1,0,0.476
7511,1,1,0.23,0,1,1,0,0.4468
7512,1,1,0.162,0,1,1,0,0.435
7513,1,1,0.182,0,1,1,0,0.4334
7514,1,1,0.136,0,1,1,0,0.4352
7515,1,1,0.128,0,1,1,0,0.434
7516,1,1,0.409,0,1,1,0,0.4236
7517,1,1,0.317,0,1,1,0,0.399
7518,1,1,0.44,0,1,1,0,0.3716
7519,1,1,0.464,0,1,1,0,0.3552
7520,1,1,0.247,0.094,1,1,0.0138,0.3602
7521,1,1,0.365,0.325333333,1,1,0.0976,0.2704
7522,1,1,0.692,0.440333333,1,1,0.2242,0.2258
7523,1,1,0.647,0.494333333,1,1,0.329,0.1838
7524,1,1,0.734,0.536666667,1,1,0.389,0.1366
7525,1,1,0.399,0.531333333,1,1,0.4128,0.1062
7526,1,1,0.586,0.525666667,1,1,0.4004,0.0866
7527,1,1,0.762,0.444333333,1,1,0.3048,0.0742
7528,1,1,0.815,0.338,1,1,0.2164,0.0708
7529,1,1,0.569,0.158,1,1,0.1262,0.0672
7530,1,1,0.483,0,1,1,0.0138,0.0612
7531,1,1,0.475,0,1,1,0,0.0944
7532,1,1,0.364,0,1,1,0,0.1432
7533,1,1,0.377,0,1,1,0,0.1654
7534,1,1,0.417,0,1,1,0,0.169
7535,1,1,0.215,0,1,1,0,0.1878
7536,1,1,0.254,0,1,1,0,0.2428
7537,1,1,0.223,0,1,1,0,0.3108
7538,1,1,0.305,0,1,1,0,0.3558
7539,1,1,0.234,0,1,1,0,0.3742
7540,1,1,0.219,0,1,1,0,0.358
7541,1,1,0.196,0,1,1,0,0.335
7542,1,1,0.109,0,1,1,0,0.3164
7543,1,1,0.182,0,1,1,0,0.3082
7544,1,1,0.128,0.112,1,1,0.021,0.3022
7545,1,1,0.155,0.354333333,1,1,0.1308,0.1968
7546,1,1,0.242,0.489,1,1,0.2848,0.1026
7547,1,1,0.209,0.577333333,1,1,0.402,0.2946
7548,1,1,0.248,0.601666667,1,1,0.4282,0.2922
7549,1,1,0.16,0.587333333,1,1,0.4244,0.2496
7550,1,1,0.222,0.535666667,1,1,0.3418,0.2046
7551,1,1,0.494,0.447333333,1,1,0.2736,0.1692
7552,1,1,0.798,0.337666667,1,1,0.2364,0.1506
7553,1,1,0.954,0.147666667,1,1,0.1484,0.1322
7554,1,1,0.946,0,1,1,0.0248,0.167
7555,1,1,0.942,0,1,1,0,0.2468
7556,1,1,0.915,0,1,1,0,0.3186
7557,1,1,0.896,0,1,1,0,0.3592
7558,1,1,0.857,0,1,1,0,0.3678
7559,1,1,0.969,0,1,1,0,0.3962
7560,1,1,0.919,0,1,1,0,0.4348
7561,1,1,0.161,0,1,1,0,0.4712
7562,1,1,0.291,0,1,1,0,0.494
7563,1,1,0.444,0,1,1,0,0.495
7564,1,1,0.336,0,1,1,0,0.4738
7565,1,1,0.276,0,1,1,0,0.4472
7566,1,1,0.226,0,1,1,0,0.4362
7567,1,1,0.146,0,1,1,0,0.4338
7568,1,1,0.209,0.187,1,1,0.0324,0.4402
7569,1,1,0.237,0.421333333,1,1,0.1766,0.4148
7570,1,1,0.208,0.557333333,1,1,0.366,0.432
7571,1,1,0.233,0.628666667,1,1,0.5306,0.3876
7572,1,1,0.159,0.648666667,1,1,0.6298,0.3422
7573,1,1,0.275,0.647666667,1,1,0.6664,0.3344
7574,1,1,0.353,0.628333333,1,1,0.6318,0.352
7575,1,1,0.266,0.549,1,1,0.548,0.3824
7576,1,1,0.249,0.414,1,1,0.412,0.4156
7577,1,1,0.161,0.208333333,1,1,0.229,0.4352
7578,1,1,0.13,0,1,1,0.037,0.4128
7579,1,1,0.124,0,1,1,0,0.437
7580,1,1,0.135,0,1,1,0,0.4522
7581,1,1,0.096,0,1,1,0,0.4492
7582,1,1,0.096,0,1,1,0,0.4836
7583,1,1,0.073,0,1,1,0,0.4968
7584,1,1,0.084,0,1,1,0,0.5014
7585,1,1,0.08,0,1,1,0,0.4816
7586,1,1,0.04,0,1,1,0,0.4396
7587,1,1,0.058,0,1,1,0,0.3888
7588,1,1,0.095,0,1,1,0,0.3382
7589,1,1,0.078,0,1,1,0,0.3118
7590,1,1,0.104,0,1,1,0,0.3024
7591,1,1,0.075,0,1,1,0,0.2896
7592,1,1,0.064,0.192,1,1,0.038,0.2582
7593,1,1,0.064,0.427666667,1,1,0.2238,0.1722
7594,1,1,0.051,0.556333333,1,1,0.4098,0.1222
7595,1,1,0.063,0.628666667,1,1,0.5342,0.0768
7596,1,1,0.04,0.642666667,1,1,0.593,0.0476
7597,1,1,0.038,0.633666667,1,1,0.6044,0.0294
7598,1,1,0.059,0.619666667,1,1,0.5772,0.0194
7599,1,1,0.077,0.536,1,1,0.497,0.0142
7600,1,1,0.157,0.421,1,1,0.3442,0.012
7601,1,1,0.158,0.216,1,1,0.179,0.0104
7602,1,1,0.001,0,1,1,0.0288,0.0264
7603,1,1,0.007,0,1,1,0,0.0876
7604,1,1,0.027,0,1,1,0,0.1614
7605,1,1,0.009,0,1,1,0,0.2188
7606,1,1,0.005,0,1,1,0,0.2778
7607,1,1,0,0,1,1,0,0.3244
7608,1,1,0,0,1,1,0,0.3498
7609,1,1,0.001,0,1,1,0,0.3718
7610,1,1,0,0,1,1,0,0.391
7611,1,1,0.001,0,1,1,0,0.393
7612,1,1,0.001,0,1,1,0,0.3754
7613,1,1,0.003,0,1,1,0,0.3684
7614,1,1,0.01,0,1,1,0,0.3788
7615,1,1,0.014,0,1,1,0,0.3966
7616,1,1,0.018,0.128,1,1,0.0148,0.3976
7617,1,1,0.017,0.340666667,1,1,0.126,0.331
7618,1,1,0.042,0.485,1,1,0.261,0.3394
7619,1,1,0,0.575,1,1,0.3832,0.4888
7620,1,1,0.012,0.626333333,1,1,0.4636,0.4924
7621,1,1,0,0.589,1,1,0.4868,0.461
7622,1,1,0,0.587,1,1,0.4716,0.4274
7623,1,1,0,0.519666667,1,1,0.42,0.3662
7624,1,1,0.01,0.419666667,1,1,0.3322,0.2862
7625,1,1,0.014,0.172333333,1,1,0.1994,0.1958
7626,1,1,0,0,1,1,0.0316,0.1946
7627,1,1,0,0,1,1,0,0.266
7628,1,1,0,0,1,1,0,0.3074
7629,1,1,0,0,1,1,0,0.3102
7630,1,1,0,0,1,1,0,0.3046
7631,1,1,0,0,1,1,0,0.3196
7632,1,1,0,0,1,1,0,0.4178
7633,1,1,0,0,1,1,0,0.6074
7634,1,1,0,0,1,1,0,0.7244
7635,1,1,0,0,1,1,0,0.7312
7636,1,1,0,0,1,1,0,0.6694
7637,1,1,0,0,1,1,0,0.6094
7638,1,1,0,0,1,1,0,0.5822
7639,1,1,0,0,1,1,0,0.568
7640,1,1,0,0.111666667,1,1,0.0494,0.562
7641,1,1,0,0.321666667,1,1,0.2812,0.4502
7642,1,1,0.369,0.439,1,1,0.5036,0.2656
7643,1,1,0,0.485666667,1,1,0.6478,0.2356
7644,1,1,0.171,0.521666667,1,1,0.7236,0.245
7645,1,1,0.183,0.491,1,1,0.7496,0.2142
7646,1,1,0.083,0.378,1,1,0.7168,0.1862
7647,1,1,0.056,0.298333333,1,1,0.633,0.1742
7648,1,1,0.073,0.199666667,1,1,0.5004,0.1374
7649,1,1,0.177,0.03,1,1,0.3082,0.0762
7650,1,1,0.129,0,1,1,0.0472,0.0444
7651,1,1,0.024,0,1,1,0,0.0364
7652,1,1,0.09,0,1,1,0,0.0374
7653,1,1,0.098,0,1,1,0,0.0714
7654,1,1,0.11,0,1,1,0,0.1512
7655,1,1,0.147,0,1,1,0,0.2588
7656,1,1,0.168,0,1,1,0,0.3628
7657,1,1,0.248,0,1,1,0,0.4584
7658,1,1,0.255,0,1,1,0,0.5004
7659,1,1,0.129,0,1,1,0,0.5138
7660,1,1,0.048,0,1,1,0,0.5448
7661,1,1,0.07,0,1,1,0,0.5888
7662,1,1,0.107,0,1,1,0,0.6282
7663,1,1,0.132,0,1,1,0,0.6406
7664,1,1,0.128,0.092,1,1,0.067,0.6368
7665,1,1,0.13,0.296,1,1,0.325,0.4916
7666,1,1,0.172,0.426666667,1,1,0.5368,0.1874
7667,1,1,0.33,0.479666667,1,1,0.6696,0.0612
7668,1,1,0.433,0.493666667,1,1,0.7398,0.0478
7669,1,1,0.622,0.485,1,1,0.7586,0.075
7670,1,1,0.309,0.491,1,1,0.7304,0.0788
7671,1,1,0.141,0.422,1,1,0.6528,0.0728
7672,1,1,0.196,0.287,1,1,0.522,0.0612
7673,1,1,0.208,0.103,1,1,0.334,0.0546
7674,1,1,0.268,0,1,1,0.0518,0.0794
7675,1,1,0.406,0,1,1,0,0.129
7676,1,1,0.321,0,1,1,0,0.2268
7677,1,1,0.331,0,1,1,0,0.354
7678,1,1,0.338,0,1,1,0,0.4838
7679,1,1,0.23,0,1,1,0,0.592
7680,1,1,0.162,0,1,1,0,0.668
7681,1,1,0.182,0,1,1,0,0.7148
7682,1,1,0.136,0,1,1,0,0.7306
7683,1,1,0.128,0,1,1,0,0.7306
7684,1,1,0.409,0,1,1,0,0.71
7685,1,1,0.317,0,1,1,0,0.6748
7686,1,1,0.44,0,1,1,0,0.637
7687,1,1,0.464,0,1,1,0,0.6168
7688,1,1,0.247,0.094,1,1,0.0634,0.6304
7689,1,1,0.365,0.325333333,1,1,0.3178,0.5278
7690,1,1,0.692,0.440333333,1,1,0.5286,0.278
7691,1,1,0.647,0.494333333,1,1,0.661,0.1968
7692,1,1,0.734,0.536666667,1,1,0.7306,0.6142
7693,1,1,0.399,0.531333333,1,1,0.7556,0.8158
7694,1,1,0.586,0.525666667,1,1,0.7286,0.875
7695,1,1,0.762,0.444333333,1,1,0.6518,0.903
7696,1,1,0.815,0.338,1,1,0.5224,0.9002
7697,1,1,0.569,0.158,1,1,0.3352,0.884
7698,1,1,0.483,0,1,1,0.0504,0.9002
7699,1,1,0.475,0,1,1,0,0.9142
7700,1,1,0.364,0,1,1,0,0.9022
7701,1,1,0.377,0,1,1,0,0.8922
7702,1,1,0.417,0,1,1,0,0.8744
7703,1,1,0.215,0,1,1,0,0.8562
7704,1,1,0.254,0,1,1,0,0.832
7705,1,1,0.223,0,1,1,0,0.808
7706,1,1,0.305,0,1,1,0,0.7862
7707,1,1,0.234,0,1,1,0,0.7648
7708,1,1,0.219,0,1,1,0,0.738
7709,1,1,0.196,0,1,1,0,0.7234
7710,1,1,0.109,0,1,1,0,0.712
7711,1,1,0.182,0,1,1,0,0.7058
7712,1,1,0.128,0.112,1,1,0.0554,0.6816
7713,1,1,0.155,0.354333333,1,1,0.2714,0.5772
7714,1,1,0.242,0.489,1,1,0.4676,0.534
7715,1,1,0.209,0.577333333,1,1,0.5908,0.5804
7716,1,1,0.248,0.601666667,1,1,0.6708,0.6918
7717,1,1,0.16,0.587333333,1,1,0.6948,0.8432
7718,1,1,0.222,0.535666667,1,1,0.6436,0.8672
7719,1,1,0.494,0.447333333,1,1,0.5496,0.8866
7720,1,1,0.798,0.337666667,1,1,0.4124,0.91
7721,1,1,0.954,0.147666667,1,1,0.23,0.9362
7722,1,1,0.946,0,1,1,0.0196,0.947
7723,1,1,0.942,0,1,1,0,0.9276
7724,1,1,0.915,0,1,1,0,0.9278
7725,1,1,0.896,0,1,1,0,0.9438
7726,1,1,0.857,0,1,1,0,0.926
7727,1,1,0.969,0,1,1,0,0.89
7728,1,1,0.919,0,1,1,0,0.8618
7729,1,1,0.781,0,1,1,0,0.8274
7730,1,1,0.756,0,1,1,0,0.8224
7731,1,1,0.76,0,1,1,0,0.8142
7732,1,1,0.769,0,1,1,0,0.829
7733,1,1,0.697,0,1,1,0,0.8548
7734,1,1,0.757,0,1,1,0,0.8778
7735,1,1,0.867,0,1,1,0,0.8802
7736,1,1,0.872,0.257666667,1,1,0.0124,0.868
7737,1,1,0.813,0.490666667,1,1,0.1224,0.9122
7738,1,1,0.723,0.627666667,1,1,0.25,0.9534
7739,1,1,0.659,0.696333333,1,1,0.3462,0.9416
7740,1,1,0.509,0.724666667,1,1,0.4118,0.923
7741,1,1,0.557,0.727333333,1,1,0.4406,0.9026
7742,1,1,0.402,0.729666667,1,1,0.4518,0.8846
7743,1,1,0.459,0.652333333,1,1,0.4096,0.8814
7744,1,1,0.12,0.515666667,1,1,0.3332,0.879
7745,1,1,0.037,0.304333333,1,1,0.2096,0.8558
7746,1,1,0.133,0.000333333,1,1,0.0344,0.7464
7747,1,1,0.131,0,1,1,0,0.6622
7748,1,1,0.134,0,1,1,0,0.6364
7749,1,1,0.187,0,1,1,0,0.601
7750,1,1,0.202,0,1,1,0,0.5672
7751,1,1,0.284,0,1,1,0,0.5232
7752,1,1,0.494,0,1,1,0,0.4882
7753,1,1,0.652,0,1,1,0,0.455
7754,1,1,0.766,0,1,1,0,0.429
7755,1,1,0.61,0,1,1,0,0.407
7756,1,1,0.67,0,1,1,0,0.336
7757,1,1,0.513,0,1,1,0,0.2384
7758,1,1,0.719,0,1,1,0,0.1642
7759,1,1,0.715,0,1,1,0,0.1168
7760,1,1,0.86,0.263,1,1,0.0822,0.0926
7761,1,1,0.786,0.496666667,1,1,0.369,0.0394
7762,1,1,0.66,0.630666667,1,1,0.5944,0.0248
7763,1,1,0.574,0.699666667,1,1,0.7386,0.0382
7764,1,1,0.678,0.714333333,1,1,0.8176,0.0782
7765,1,1,0.648,0.714,1,1,0.84,0.146
7766,1,1,0.684,0.703,1,1,0.8108,0.23
7767,1,1,0.627,0.625333333,1,1,0.729,0.3058
7768,1,1,0.46,0.500666667,1,1,0.5902,0.3638
7769,1,1,0.433,0.283,1,1,0.3936,0.3738
7770,1,1,0.561,0,1,1,0.0594,0.4446
7771,1,1,0.659,0,1,1,0,0.5268
7772,1,1,0.969,0,1,1,0,0.5456
7773,1,1,0.989,0,1,1,0,0.5816
7774,1,1,0.989,0,1,1,0,0.6394
7775,1,1,0.989,0,1,1,0,0.6936
7776,1,1,0.986,0,1,1,0,0.73
7777,1,1,0.985,0,1,1,0,0.749
7778,1,1,0.972,0,1,1,0,0.7562
7779,1,1,0.984,0,1,1,0,0.7542
7780,1,1,0.986,0,1,1,0,0.7318
7781,1,1,0.986,0,1,1,0,0.7172
7782,1,1,0.989,0,1,1,0,0.713
7783,1,1,0.971,0,1,1,0,0.7028
7784,1,1,0.98,0.219333333,1,1,0.0824,0.6722
7785,1,1,0.987,0.413333333,1,1,0.3656,0.4866
7786,1,1,0.99,0.528,1,1,0.587,0.3236
7787,1,1,0.993,0.575333333,1,1,0.7254,0.491
7788,1,1,0.992,0.59,1,1,0.8012,0.4554
7789,1,1,0.995,0.568,1,1,0.8222,0.3788
7790,1,1,0.993,0.532666667,1,1,0.791,0.3304
7791,1,1,0.993,0.477666667,1,1,0.7084,0.2998
7792,1,1,0.984,0.359,1,1,0.5706,0.2756
7793,1,1,0.915,0.174666667,1,1,0.3752,0.2418
7794,1,1,0.927,0,1,1,0.052,0.304
7795,1,1,0.915,0,1,1,0,0.4352
7796,1,1,0.939,0,1,1,0,0.4968
7797,1,1,0.998,0,1,1,0,0.5064
7798,1,1,1,0,1,1,0,0.4604
7799,1,1,1,0,1,1,0,0.3832
7800,1,1,0.997,0,1,1,0,0.3242
7801,1,1,0.979,0,1,1,0,0.2854
7802,1,1,0.97,0,1,1,0,0.2672
7803,1,1,0.974,0,1,1,0,0.2748
7804,1,1,0.765,0,1,1,0,0.2934
7805,1,1,0.462,0,1,1,0,0.2882
7806,1,1,0.324,0,1,1,0,0.2572
7807,1,1,0.445,0,1,1,0,0.2268
7808,1,1,0.449,0.121333333,1,1,0.0632,0.2108
7809,1,1,0.515,0.289666667,1,1,0.323,0.1332
7810,1,1,0.553,0.425333333,1,1,0.5436,0.0812
7811,1,1,0.597,0.506,1,1,0.6786,0.1472
7812,1,1,0.643,0.523666667,1,1,0.7522,0.1484
7813,1,1,0.426,0.514333333,1,1,0.7726,0.1764
7814,1,1,0.367,0.478333333,1,1,0.7414,0.246
7815,1,1,0.265,0.408,1,1,0.6578,0.33
7816,1,1,0.072,0.341333333,1,1,0.479,0.3616
7817,1,1,0.031,0.182666667,1,1,0.2714,0.4338
7818,1,1,0.037,0,1,1,0.0232,0.623
7819,1,1,0.039,0,1,1,0,0.7468
7820,1,1,0.133,0,1,1,0,0.7654
7821,1,1,0.154,0,1,1,0,0.7714
7822,1,1,0.215,0,1,1,0,0.8024
7823,1,1,0.384,0,1,1,0,0.8174
7824,1,1,0.408,0,1,1,0,0.7964
7825,1,1,0.33,0,1,1,0,0.8012
7826,1,1,0.34,0,1,1,0,0.8664
7827,1,1,0.263,0,1,1,0,0.792
7828,1,1,0.253,0,1,1,0,0.7816
7829,1,1,0.182,0,1,1,0,0.7844
7830,1,1,0.134,0,1,1,0,0.7726
7831,1,1,0.131,0,1,1,0,0.7552
7832,1,1,0.224,0.221333333,1,1,0.0082,0.7168
7833,1,1,0.219,0.453666667,1,1,0.1096,0.645
7834,1,1,0.197,0.588666667,1,1,0.2464,0.6704
7835,1,1,0.093,0.682,1,1,0.3394,0.7268
7836,1,1,0.102,0.706,1,1,0.3662,0.7472
7837,1,1,0.146,0.701,1,1,0.3648,0.7508
7838,1,1,0.195,0.686,1,1,0.3312,0.7622
7839,1,1,0.202,0.600333333,1,1,0.272,0.8056
7840,1,1,0.145,0.463666667,1,1,0.1948,0.8456
7841,1,1,0.14,0.235,1,1,0.114,0.8348
7842,1,1,0.266,0,1,1,0.0196,0.838
7843,1,1,0.384,0,1,1,0,0.8346
7844,1,1,0.583,0,1,1,0,0.8306
7845,1,1,0.612,0,1,1,0,0.849
7846,1,1,0.611,0,1,1,0,0.89
7847,1,1,0.606,0,1,1,0,0.891
7848,1,1,0.681,0,1,1,0,0.85
7849,1,1,0.637,0,1,1,0,0.8148
7850,1,1,0.596,0,1,1,0,0.7962
7851,1,1,0.553,0,1,1,0,0.7828
7852,1,1,0.615,0,1,1,0,0.7658
7853,1,1,0.431,0,1,1,0,0.7488
7854,1,1,0.373,0,1,1,0,0.7208
7855,1,1,0.463,0,1,1,0,0.682
7856,1,1,0.59,0.221333333,1,1,0.03,0.6166
7857,1,1,0.487,0.456666667,1,1,0.2266,0.436
7858,1,1,0.355,0.603,1,1,0.4222,0.5358
7859,1,1,0.248,0.674,1,1,0.5798,0.5178
7860,1,1,0.385,0.702,1,1,0.6878,0.3454
7861,1,1,0.255,0.701333333,1,1,0.7454,0.2064
7862,1,1,0.144,0.691666667,1,1,0.738,0.1266
7863,1,1,0.038,0.612,1,1,0.662,0.0796
7864,1,1,0.039,0.479333333,1,1,0.5256,0.0566
7865,1,1,0.029,0.258666667,1,1,0.328,0.0376
7866,1,1,0.084,0,1,1,0.0384,0.025
7867,1,1,0.15,0,1,1,0,0.0218
7868,1,1,0.232,0,1,1,0,0.0824
7869,1,1,0.201,0,1,1,0,0.226
7870,1,1,0.144,0,1,1,0,0.3958
7871,1,1,0.152,0,1,1,0,0.4964
7872,1,1,0.209,0,1,1,0,0.5318
7873,1,1,0.371,0,1,1,0,0.5372
7874,1,1,0.178,0,1,1,0,0.5354
7875,1,1,0.121,0,1,1,0,0.5094
7876,1,1,0.093,0,1,1,0,0.5126
7877,1,1,0.14,0,1,1,0,0.5268
7878,1,1,0.117,0,1,1,0,0.5416
7879,1,1,0.113,0,1,1,0,0.5552
7880,1,1,0.126,0.214666667,1,1,0.0496,0.5586
7881,1,1,0.117,0.449,1,1,0.2886,0.463
7882,1,1,0.134,0.592333333,1,1,0.5028,0.2666
7883,1,1,0.033,0.677333333,1,1,0.6428,0.3274
7884,1,1,0.009,0.699,1,1,0.7196,0.5038
7885,1,1,0.002,0.697,1,1,0.7426,0.5446
7886,1,1,0.005,0.696333333,1,1,0.7004,0.54
7887,1,1,0.014,0.62,1,1,0.6056,0.5474
7888,1,1,0.041,0.482,1,1,0.4634,0.5628
7889,1,1,0.038,0.257333333,1,1,0.2448,0.5386
7890,1,1,0.056,0,1,1,0.0158,0.4732
7891,1,1,0.084,0,1,1,0,0.4208
7892,1,1,0.083,0,1,1,0,0.4078
7893,1,1,0.1,0,1,1,0,0.4356
7894,1,1,0.089,0,1,1,0,0.4778
7895,1,1,0.104,0,1,1,0,0.4858
7896,1,1,0.093,0,1,1,0,0.467
7897,1,1,0.344,0,1,1,0,0.4536
7898,1,1,0.226,0,1,1,0,0.4774
7899,1,1,0.116,0,1,1,0,0.5592
7900,1,1,0.155,0,1,1,0,0.5938
7901,1,1,0.107,0,1,1,0,0.5982
7902,1,1,0.15,0,1,1,0,0.5656
7903,1,1,0.192,0,1,1,0,0.502
7904,1,1,0.318,0.078333333,1,1,0.022,0.425
7905,1,1,0.554,0.387,1,1,0.187,0.3216
7906,1,1,0.526,0.573333333,1,1,0.3454,0.2236
7907,1,1,0.339,0.684666667,1,1,0.421,0.1542
7908,1,1,0.15,0.736333333,1,1,0.4516,0.1028
7909,1,1,0.117,0.741666667,1,1,0.436,0.0728
7910,1,1,0.09,0.732333333,1,1,0.402,0.051
7911,1,1,0.105,0.691666667,1,1,0.3388,0.0412
7912,1,1,0.143,0.587333333,1,1,0.2562,0.0422
7913,1,1,0.078,0.401666667,1,1,0.1344,0.052
7914,1,1,0.149,0.115,1,1,0.009,0.1272
7915,1,1,0.332,0,1,1,0,0.238
7916,1,1,0.641,0,1,1,0,0.3164
7917,1,1,0.659,0,1,1,0,0.3594
7918,1,1,0.581,0,1,1,0,0.3496
7919,1,1,0.445,0,1,1,0,0.3514
7920,1,1,0.467,0,1,1,0,0.3584
7921,1,1,0.399,0,1,1,0,0.3852
7922,1,1,0.363,0,1,1,0,0.3986
7923,1,1,0.407,0,1,1,0,0.3952
7924,1,1,0.414,0,1,1,0,0.3894
7925,1,1,0.178,0,1,1,0,0.3778
7926,1,1,0.45,0,1,1,0,0.3634
7927,1,1,0.593,0,1,1,0,0.3526
7928,1,1,0.877,0.059,1,1,0.0212,0.338
7929,1,1,0.78,0.307333333,1,1,0.1754,0.2524
7930,1,1,0.565,0.483666667,1,1,0.3368,0.1126
7931,1,1,0.368,0.548333333,1,1,0.4558,0.2296
7932,1,1,0.282,0.562666667,1,1,0.5532,0.4442
7933,1,1,0.33,0.561333333,1,1,0.5902,0.497
7934,1,1,0.406,0.560666667,1,1,0.5744,0.5194
7935,1,1,0.593,0.517,1,1,0.4764,0.526
7936,1,1,0.485,0.435,1,1,0.3314,0.5192
7937,1,1,0.484,0.282333333,1,1,0.1584,0.4912
7938,1,1,0.551,0.046,1,1,0.0098,0.518
7939,1,1,0.706,0,1,1,0,0.5574
7940,1,1,0.797,0,1,1,0,0.5814
7941,1,1,0.858,0,1,1,0,0.6162
7942,1,1,0.653,0,1,1,0,0.6386
7943,1,1,0.731,0,1,1,0,0.6496
7944,1,1,0.707,0,1,1,0,0.6544
7945,1,1,0.887,0,1,1,0,0.659
7946,1,1,0.816,0,1,1,0,0.6526
7947,1,1,0.828,0,1,1,0,0.642
7948,1,1,0.761,0,1,1,0,0.6196
7949,1,1,0.846,0,1,1,0,0.6252
7950,1,1,0.741,0,1,1,0,0.6552
7951,1,1,0.761,0,1,1,0,0.682
7952,1,1,0.689,0.045333333,1,1,0.0322,0.7592
7953,1,1,0.566,0.184,1,1,0.176,0.8152
7954,1,1,0.598,0.343666667,1,1,0.3494,0.9238
7955,1,1,0.656,0.416666667,1,1,0.4564,0.9728
7956,1,1,0.557,0.444666667,1,1,0.5826,0.98
7957,1,1,0.36,0.446,1,1,0.6328,0.9864
7958,1,1,0.498,0.442,1,1,0.6058,0.9852
7959,1,1,0.516,0.402,1,1,0.4848,0.9792
7960,1,1,0.384,0.314666667,1,1,0.3276,0.9766
7961,1,1,0.273,0.150333333,1,1,0.1548,0.9606
7962,1,1,0.293,0.002333333,1,1,0.0096,0.9338
7963,1,1,0.437,0,1,1,0,0.8856
7964,1,1,0.415,0,1,1,0,0.837
7965,1,1,0.473,0,1,1,0,0.8052
7966,1,1,0.46,0,1,1,0,0.7822
7967,1,1,0.637,0,1,1,0,0.7802
7968,1,1,0.744,0,1,1,0,0.7764
7969,1,1,0.878,0,1,1,0,0.776
7970,1,1,0.899,0,1,1,0,0.7816
7971,1,1,0.809,0,1,1,0,0.7728
7972,1,1,0.745,0,1,1,0,0.7602
7973,1,1,0.547,0,1,1,0,0.7524
7974,1,1,0.567,0,1,1,0,0.7596
7975,1,1,0.623,0,1,1,0,0.7694
7976,1,1,0.575,0.041666667,1,1,0.0084,0.7904
7977,1,1,0.714,0.302333333,1,1,0.1412,0.7432
7978,1,1,0.542,0.497666667,1,1,0.3264,0.7842
7979,1,1,0.397,0.593666667,1,1,0.4904,0.8968
7980,1,1,0.41,0.643666667,1,1,0.6054,0.8268
7981,1,1,0.391,0.659333333,1,1,0.682,0.6852
7982,1,1,0.256,0.658,1,1,0.6854,0.5928
7983,1,1,0.251,0.613333333,1,1,0.5882,0.5368
7984,1,1,0.134,0.524,1,1,0.4232,0.566
7985,1,1,0.064,0.380666667,1,1,0.2454,0.6118
7986,1,1,0.091,0.129666667,1,1,0.0258,0.6978
7987,1,1,0.181,0,1,1,0,0.7716
7988,1,1,0.198,0,1,1,0,0.7848
7989,1,1,0.068,0,1,1,0,0.7848
7990,1,1,0.022,0,1,1,0,0.7958
7991,1,1,0.017,0,1,1,0,0.7988
7992,1,1,0.016,0,1,1,0,0.8086
7993,1,1,0.02,0,1,1,0,0.8138
7994,1,1,0.035,0,1,1,0,0.8014
7995,1,1,0.077,0,1,1,0,0.7778
7996,1,1,0.086,0,1,1,0,0.7282
7997,1,1,0.045,0,1,1,0,0.7038
7998,1,1,0.065,0,1,1,0,0.689
7999,1,1,0.134,0,1,1,0,0.658
8000,1,1,0.328,0.082,1,1,0.0298,0.6298
8001,1,1,0.514,0.355666667,1,1,0.2344,0.4806
8002,1,1,0.575,0.53,1,1,0.4412,0.3064
8003,1,1,0.405,0.638333333,1,1,0.5954,0.5418
8004,1,1,0.36,0.676333333,1,1,0.6722,0.5362
8005,1,1,0.347,0.694,1,1,0.704,0.4876
8006,1,1,0.392,0.688333333,1,1,0.6708,0.49
8007,1,1,0.372,0.654,1,1,0.572,0.51
8008,1,1,0.298,0.550666667,1,1,0.3972,0.533
8009,1,1,0.149,0.389666667,1,1,0.203,0.5106
8010,1,1,0.17,0.137333333,1,1,0.022,0.5102
8011,1,1,0.355,0,1,1,0,0.5514
