Hours,ng_ccs_WECC,nuclear_WECC,wind_WECC,solar_WECC,ng_ccs_ERCOT,nuclear_ERCOT,solar_ERCOT,wind_ERCOT
1,1,1,0.404,0,1,1,0,0.305
2,1,1,0.478,0,1,1,0,0.3212
3,1,1,0.515,0,1,1,0,0.2886
4,1,1,0.6,0,1,1,0,0.2784
5,1,1,0.481,0,1,1,0,0.2848
6,1,1,0.609,0,1,1,0,0.2766
7,1,1,0.355,0,1,1,0,0.2568
8,1,1,0.313,0.034666667,1,1,0.0018,0.2112
9,1,1,0.335,0.321666667,1,1,0.0488,0.1592
10,1,1,0.225,0.506,1,1,0.1294,0.111
11,1,1,0.206,0.605666667,1,1,0.1854,0.0988
12,1,1,0.181,0.662666667,1,1,0.222,0.0696
13,1,1,0.128,0.681,1,1,0.2752,0.0526
14,1,1,0.09,0.655666667,1,1,0.2844,0.0446
15,1,1,0.516,0.600333333,1,1,0.2456,0.0446
16,1,1,0.598,0.469,1,1,0.1736,0.05
17,1,1,0.563,0.258333333,1,1,0.0804,0.053
18,1,1,0.67,0,1,1,0.006,0.0616
19,1,1,0.787,0,1,1,0,0.0846
20,1,1,0.824,0,1,1,0,0.1206
21,1,1,0.789,0,1,1,0,0.1828
22,1,1,0.896,0,1,1,0,0.2454
23,1,1,0.961,0,1,1,0,0.2944
24,1,1,0.958,0,1,1,0,0.326
25,1,1,0.969,0,1,1,0,0.316
26,1,1,0.985,0,1,1,0,0.2928
27,1,1,0.986,0,1,1,0,0.2708
28,1,1,0.987,0,1,1,0,0.2666
29,1,1,0.984,0,1,1,0,0.2686
30,1,1,0.993,0,1,1,0,0.2672
31,1,1,0.989,0,1,1,0,0.2668
32,1,1,0.987,0.028,1,1,0.0008,0.269
33,1,1,0.987,0.219666667,1,1,0.0398,0.2272
34,1,1,0.992,0.407333333,1,1,0.0982,0.1392
35,1,1,0.991,0.5,1,1,0.1684,0.0836
36,1,1,0.996,0.557,1,1,0.2136,0.0622
37,1,1,1,0.558,1,1,0.2368,0.059
38,1,1,1,0.548666667,1,1,0.2416,0.0594
39,1,1,0.997,0.494666667,1,1,0.2384,0.0606
40,1,1,0.996,0.352666667,1,1,0.1636,0.0594
41,1,1,0.974,0.141333333,1,1,0.0692,0.0544
42,1,1,0.94,0,1,1,0.0044,0.0518
43,1,1,0.863,0,1,1,0,0.0636
44,1,1,0.791,0,1,1,0,0.0976
45,1,1,0.815,0,1,1,0,0.1482
46,1,1,0.781,0,1,1,0,0.2114
47,1,1,0.682,0,1,1,0,0.3098
48,1,1,0.827,0,1,1,0,0.4552
49,1,1,0.762,0,1,1,0,0.5926
50,1,1,0.788,0,1,1,0,0.6528
51,1,1,0.684,0,1,1,0,0.659
52,1,1,0.574,0,1,1,0,0.635
53,1,1,0.44,0,1,1,0,0.593
54,1,1,0.372,0,1,1,0,0.5456
55,1,1,0.464,0,1,1,0,0.5064
56,1,1,0.226,0.009666667,1,1,0.0146,0.4806
57,1,1,0.159,0.280333333,1,1,0.2442,0.3702
58,1,1,0.332,0.469333333,1,1,0.467,0.1924
59,1,1,0.377,0.595,1,1,0.633,0.1976
60,1,1,0.238,0.656666667,1,1,0.7466,0.2304
61,1,1,0.221,0.688,1,1,0.79,0.1976
62,1,1,0.287,0.657,1,1,0.7638,0.1688
63,1,1,0.298,0.591,1,1,0.6756,0.146
64,1,1,0.335,0.451666667,1,1,0.5226,0.1232
65,1,1,0.288,0.242,1,1,0.2916,0.1198
66,1,1,0.493,0,1,1,0.0258,0.1498
67,1,1,0.818,0,1,1,0,0.1852
68,1,1,0.866,0,1,1,0,0.2104
69,1,1,0.853,0,1,1,0,0.213
70,1,1,0.912,0,1,1,0,0.1974
71,1,1,0.939,0,1,1,0,0.17
72,1,1,0.923,0,1,1,0,0.139
73,1,1,0.907,0,1,1,0,0.1126
74,1,1,0.884,0,1,1,0,0.0978
75,1,1,0.917,0,1,1,0,0.0932
76,1,1,0.912,0,1,1,0,0.086
77,1,1,0.864,0,1,1,0,0.0706
78,1,1,0.85,0,1,1,0,0.0544
79,1,1,0.762,0,1,1,0,0.0444
80,1,1,0.766,0.022,1,1,0.035,0.0404
81,1,1,0.495,0.313666667,1,1,0.3288,0.0274
82,1,1,0.377,0.502,1,1,0.5894,0.011
83,1,1,0.328,0.608666667,1,1,0.7264,0.0292
84,1,1,0.24,0.676333333,1,1,0.7986,0.0328
85,1,1,0.179,0.684333333,1,1,0.8172,0.0408
86,1,1,0.241,0.657333333,1,1,0.7818,0.053
87,1,1,0.558,0.606666667,1,1,0.6892,0.0734
88,1,1,0.772,0.471666667,1,1,0.5316,0.1084
89,1,1,0.781,0.254333333,1,1,0.2916,0.1848
90,1,1,0.736,0,1,1,0.0208,0.3344
91,1,1,0.944,0,1,1,0,0.4304
92,1,1,0.938,0,1,1,0,0.4602
93,1,1,0.936,0,1,1,0,0.4682
94,1,1,0.896,0,1,1,0,0.4708
95,1,1,0.88,0,1,1,0,0.452
96,1,1,0.857,0,1,1,0,0.4336
97,1,1,0.862,0,1,1,0,0.4306
98,1,1,0.878,0,1,1,0,0.4328
99,1,1,0.842,0,1,1,0,0.441
100,1,1,0.792,0,1,1,0,0.4052
101,1,1,0.702,0,1,1,0,0.3562
102,1,1,0.69,0,1,1,0,0.3344
103,1,1,0.568,0,1,1,0,0.3166
104,1,1,0.776,0.028666667,1,1,0.0198,0.3346
105,1,1,0.737,0.278333333,1,1,0.2192,0.3282
106,1,1,0.545,0.468666667,1,1,0.4058,0.4636
107,1,1,0.368,0.588333333,1,1,0.4744,0.6248
108,1,1,0.167,0.665333333,1,1,0.49,0.6928
109,1,1,0.078,0.685333333,1,1,0.4802,0.6972
110,1,1,0.062,0.673333333,1,1,0.4482,0.6702
111,1,1,0.101,0.598333333,1,1,0.3638,0.6124
112,1,1,0.124,0.465666667,1,1,0.2466,0.5756
113,1,1,0.117,0.263,1,1,0.1056,0.5722
114,1,1,0.246,0,1,1,0.005,0.627
115,1,1,0.078,0,1,1,0,0.6672
116,1,1,0.249,0,1,1,0,0.6722
117,1,1,0.209,0,1,1,0,0.6836
118,1,1,0.126,0,1,1,0,0.7024
119,1,1,0.083,0,1,1,0,0.7164
120,1,1,0.057,0,1,1,0,0.7166
121,1,1,0.055,0,1,1,0,0.6924
122,1,1,0.046,0,1,1,0,0.6558
123,1,1,0.034,0,1,1,0,0.6116
124,1,1,0.033,0,1,1,0,0.5548
125,1,1,0.068,0,1,1,0,0.5192
126,1,1,0.062,0,1,1,0,0.5038
127,1,1,0.069,0,1,1,0,0.497
128,1,1,0.08,0.023,1,1,0.0066,0.5066
129,1,1,0.189,0.304666667,1,1,0.0792,0.46
130,1,1,0.416,0.501,1,1,0.1556,0.466
131,1,1,0.519,0.610333333,1,1,0.2172,0.4876
132,1,1,0.322,0.673,1,1,0.2506,0.5276
133,1,1,0.18,0.681,1,1,0.2456,0.5488
134,1,1,0.148,0.663333333,1,1,0.2318,0.5302
135,1,1,0.131,0.585,1,1,0.1782,0.4728
136,1,1,0.203,0.461,1,1,0.1128,0.4026
137,1,1,0.133,0.257666667,1,1,0.0424,0.3764
138,1,1,0.281,0,1,1,0.0014,0.5092
139,1,1,0.375,0,1,1,0,0.6042
140,1,1,0.547,0,1,1,0,0.6322
141,1,1,0.316,0,1,1,0,0.5888
142,1,1,0.42,0,1,1,0,0.5264
143,1,1,0.408,0,1,1,0,0.4794
144,1,1,0.236,0,1,1,0,0.4556
145,1,1,0.225,0,1,1,0,0.4122
146,1,1,0.303,0,1,1,0,0.3818
147,1,1,0.3,0,1,1,0,0.3636
148,1,1,0.231,0,1,1,0,0.363
149,1,1,0.238,0,1,1,0,0.3864
150,1,1,0.2,0,1,1,0,0.4148
151,1,1,0.196,0,1,1,0,0.4474
152,1,1,0.271,0.016666667,1,1,0.0094,0.4548
153,1,1,0.262,0.295333333,1,1,0.1722,0.3796
154,1,1,0.261,0.468666667,1,1,0.3622,0.2588
155,1,1,0.138,0.584,1,1,0.5234,0.301
156,1,1,0.058,0.655666667,1,1,0.6916,0.4278
157,1,1,0.017,0.677,1,1,0.7246,0.5252
158,1,1,0.032,0.653333333,1,1,0.7008,0.629
159,1,1,0.051,0.593333333,1,1,0.6124,0.7062
160,1,1,0.076,0.483,1,1,0.4618,0.722
161,1,1,0.116,0.269666667,1,1,0.2412,0.6454
162,1,1,0.174,0,1,1,0.0218,0.5312
163,1,1,0.214,0,1,1,0,0.4998
164,1,1,0.194,0,1,1,0,0.4806
165,1,1,0.174,0,1,1,0,0.4406
166,1,1,0.152,0,1,1,0,0.3784
167,1,1,0.201,0,1,1,0,0.3232
168,1,1,0.202,0,1,1,0,0.3006
169,1,1,0.189,0,1,1,0,0.2968
170,1,1,0.182,0,1,1,0,0.2868
171,1,1,0.2,0,1,1,0,0.2666
172,1,1,0.229,0,1,1,0,0.2228
173,1,1,0.209,0,1,1,0,0.1576
174,1,1,0.194,0,1,1,0,0.1116
175,1,1,0.344,0,1,1,0,0.0932
176,1,1,0.34,0.028666667,1,1,0.0264,0.1014
177,1,1,0.137,0.276,1,1,0.224,0.1048
178,1,1,0.09,0.494333333,1,1,0.3936,0.118
179,1,1,0.152,0.610333333,1,1,0.471,0.138
180,1,1,0.104,0.671,1,1,0.5138,0.1256
181,1,1,0.015,0.665333333,1,1,0.5004,0.1246
182,1,1,0.006,0.634666667,1,1,0.4254,0.1394
183,1,1,0.005,0.563333333,1,1,0.3138,0.1488
184,1,1,0.028,0.459,1,1,0.2124,0.1456
185,1,1,0.021,0.262333333,1,1,0.1082,0.1672
186,1,1,0.163,0,1,1,0.0096,0.2124
187,1,1,0.305,0,1,1,0,0.2904
188,1,1,0.339,0,1,1,0,0.403
189,1,1,0.427,0,1,1,0,0.4698
190,1,1,0.513,0,1,1,0,0.4812
191,1,1,0.567,0,1,1,0,0.4672
192,1,1,0.408,0,1,1,0,0.461
193,1,1,0.251,0,1,1,0,0.485
194,1,1,0.205,0,1,1,0,0.5504
195,1,1,0.167,0,1,1,0,0.6298
196,1,1,0.108,0,1,1,0,0.6782
197,1,1,0.076,0,1,1,0,0.7216
198,1,1,0.057,0,1,1,0,0.737
199,1,1,0.08,0,1,1,0,0.7302
200,1,1,0.245,0.012666667,1,1,0.0364,0.6974
201,1,1,0.254,0.284666667,1,1,0.2764,0.695
202,1,1,0.277,0.495666667,1,1,0.4746,0.7458
203,1,1,0.215,0.61,1,1,0.5934,0.7216
204,1,1,0.04,0.690666667,1,1,0.6686,0.7012
205,1,1,0.007,0.708,1,1,0.6944,0.7052
206,1,1,0.013,0.692,1,1,0.6566,0.7132
207,1,1,0.034,0.628,1,1,0.572,0.6986
208,1,1,0.061,0.499,1,1,0.4284,0.6616
209,1,1,0.143,0.287333333,1,1,0.2346,0.5768
210,1,1,0.406,0,1,1,0.0258,0.439
211,1,1,0.57,0,1,1,0,0.3844
212,1,1,0.788,0,1,1,0,0.3466
213,1,1,0.733,0,1,1,0,0.2972
214,1,1,0.758,0,1,1,0,0.2274
215,1,1,0.713,0,1,1,0,0.1686
216,1,1,0.603,0,1,1,0,0.1274
217,1,1,0.569,0,1,1,0,0.098
218,1,1,0.624,0,1,1,0,0.0838
219,1,1,0.758,0,1,1,0,0.0768
220,1,1,0.702,0,1,1,0,0.0728
221,1,1,0.55,0,1,1,0,0.0694
222,1,1,0.464,0,1,1,0,0.0662
223,1,1,0.647,0,1,1,0,0.0624
224,1,1,0.409,0.023333333,1,1,0.0524,0.0578
225,1,1,0.377,0.295333333,1,1,0.3738,0.0484
226,1,1,0.311,0.487,1,1,0.5992,0.0422
227,1,1,0.323,0.598666667,1,1,0.7448,0.0432
228,1,1,0.202,0.661,1,1,0.8232,0.054
229,1,1,0.091,0.665,1,1,0.8426,0.0708
230,1,1,0.058,0.647333333,1,1,0.804,0.0946
231,1,1,0.115,0.601666667,1,1,0.6976,0.1178
232,1,1,0.06,0.483333333,1,1,0.5068,0.128
233,1,1,0.076,0.261666667,1,1,0.2194,0.1216
234,1,1,0.15,0,1,1,0.0114,0.1676
235,1,1,0.204,0,1,1,0,0.2878
236,1,1,0.271,0,1,1,0,0.3388
237,1,1,0.605,0,1,1,0,0.331
238,1,1,0.433,0,1,1,0,0.3138
239,1,1,0.324,0,1,1,0,0.2932
240,1,1,0.345,0,1,1,0,0.28
241,1,1,0.302,0,1,1,0,0.2752
242,1,1,0.28,0,1,1,0,0.2728
243,1,1,0.292,0,1,1,0,0.29
244,1,1,0.307,0,1,1,0,0.2814
245,1,1,0.281,0,1,1,0,0.219
246,1,1,0.324,0,1,1,0,0.1986
247,1,1,0.398,0,1,1,0,0.1674
248,1,1,0.351,0.015666667,1,1,0.031,0.1496
249,1,1,0.377,0.239,1,1,0.2524,0.1054
250,1,1,0.438,0.455666667,1,1,0.47,0.0952
251,1,1,0.322,0.567333333,1,1,0.607,0.0872
252,1,1,0.204,0.621333333,1,1,0.6818,0.0742
253,1,1,0.102,0.634666667,1,1,0.681,0.0768
254,1,1,0.064,0.609,1,1,0.631,0.0828
255,1,1,0.057,0.562333333,1,1,0.537,0.0852
256,1,1,0.109,0.458333333,1,1,0.4074,0.0706
257,1,1,0.138,0.245333333,1,1,0.2194,0.0352
258,1,1,0.234,0.000333333,1,1,0.0208,0.0102
259,1,1,0.354,0,1,1,0,0.0058
260,1,1,0.456,0,1,1,0,0.016
261,1,1,0.548,0,1,1,0,0.09
262,1,1,0.309,0,1,1,0,0.2476
263,1,1,0.354,0,1,1,0,0.3986
264,1,1,0.311,0,1,1,0,0.5036
265,1,1,0.322,0,1,1,0,0.5752
266,1,1,0.356,0,1,1,0,0.6102
267,1,1,0.377,0,1,1,0,0.6226
268,1,1,0.387,0,1,1,0,0.6302
269,1,1,0.278,0,1,1,0,0.6302
270,1,1,0.272,0,1,1,0,0.6146
271,1,1,0.298,0,1,1,0,0.5842
272,1,1,0.294,0.013666667,1,1,0.0394,0.527
273,1,1,0.341,0.304666667,1,1,0.3202,0.3602
274,1,1,0.371,0.51,1,1,0.5556,0.111
275,1,1,0.343,0.626,1,1,0.7144,0.0306
276,1,1,0.16,0.691,1,1,0.7846,0.027
277,1,1,0.127,0.702666667,1,1,0.8028,0.0124
278,1,1,0.082,0.694,1,1,0.7696,0.0114
279,1,1,0.079,0.635666667,1,1,0.6792,0.0142
280,1,1,0.076,0.519333333,1,1,0.525,0.0136
281,1,1,0.107,0.309,1,1,0.2944,0.044
282,1,1,0.215,0.001333333,1,1,0.0342,0.1692
283,1,1,0.329,0,1,1,0,0.3148
284,1,1,0.289,0,1,1,0,0.3514
285,1,1,0.196,0,1,1,0,0.3238
286,1,1,0.127,0,1,1,0,0.3104
287,1,1,0.113,0,1,1,0,0.3304
288,1,1,0.12,0,1,1,0,0.3748
289,1,1,0.175,0,1,1,0,0.463
290,1,1,0.226,0,1,1,0,0.5732
291,1,1,0.197,0,1,1,0,0.6362
292,1,1,0.156,0,1,1,0,0.6438
293,1,1,0.122,0,1,1,0,0.609
294,1,1,0.075,0,1,1,0,0.5504
295,1,1,0.124,0,1,1,0,0.5204
296,1,1,0.167,0.025,1,1,0.0464,0.5334
297,1,1,0.176,0.319,1,1,0.3412,0.4032
298,1,1,0.192,0.522,1,1,0.5532,0.1526
299,1,1,0.265,0.647,1,1,0.6974,0.097
300,1,1,0.155,0.717666667,1,1,0.7702,0.1934
301,1,1,0.053,0.734333333,1,1,0.7826,0.2484
302,1,1,0.031,0.713333333,1,1,0.731,0.2576
303,1,1,0.048,0.649,1,1,0.612,0.2432
304,1,1,0.099,0.519,1,1,0.4476,0.2194
305,1,1,0.222,0.312,1,1,0.2392,0.2082
306,1,1,0.282,0.006333333,1,1,0.031,0.2498
307,1,1,0.53,0,1,1,0,0.3076
308,1,1,0.76,0,1,1,0,0.3794
309,1,1,0.846,0,1,1,0,0.4764
310,1,1,0.835,0,1,1,0,0.5782
311,1,1,0.867,0,1,1,0,0.6564
312,1,1,0.896,0,1,1,0,0.7076
313,1,1,0.916,0,1,1,0,0.735
314,1,1,0.93,0,1,1,0,0.7554
315,1,1,0.926,0,1,1,0,0.7558
316,1,1,0.931,0,1,1,0,0.7338
317,1,1,0.929,0,1,1,0,0.7192
318,1,1,0.911,0,1,1,0,0.697
319,1,1,0.908,0,1,1,0,0.6758
320,1,1,0.912,0.029333333,1,1,0.0104,0.6694
321,1,1,0.929,0.289333333,1,1,0.1388,0.6006
322,1,1,0.932,0.476666667,1,1,0.3294,0.431
323,1,1,0.925,0.586666667,1,1,0.4398,0.404
324,1,1,0.828,0.618333333,1,1,0.4812,0.5646
325,1,1,0.802,0.629,1,1,0.477,0.6946
326,1,1,0.771,0.573333333,1,1,0.4614,0.7404
327,1,1,0.806,0.511666667,1,1,0.3584,0.7652
328,1,1,0.814,0.395,1,1,0.2616,0.7354
329,1,1,0.781,0.217,1,1,0.1644,0.6148
330,1,1,0.82,0.000666667,1,1,0.0232,0.6336
331,1,1,0.9,0,1,1,0,0.6184
332,1,1,0.899,0,1,1,0,0.5068
333,1,1,0.937,0,1,1,0,0.4598
334,1,1,0.914,0,1,1,0,0.6448
335,1,1,0.904,0,1,1,0,0.829
336,1,1,0.876,0,1,1,0,0.8456
337,1,1,0.871,0,1,1,0,0.8314
338,1,1,0.847,0,1,1,0,0.8124
339,1,1,0.849,0,1,1,0,0.792
340,1,1,0.841,0,1,1,0,0.7504
341,1,1,0.792,0,1,1,0,0.68
342,1,1,0.705,0,1,1,0,0.6254
343,1,1,0.773,0,1,1,0,0.5842
344,1,1,0.539,0.004333333,1,1,0.0492,0.5464
345,1,1,0.289,0.232666667,1,1,0.3346,0.3506
346,1,1,0.164,0.405333333,1,1,0.5614,0.1028
347,1,1,0.3,0.504666667,1,1,0.7136,0.0378
348,1,1,0.347,0.567666667,1,1,0.7904,0.0256
349,1,1,0.405,0.575,1,1,0.8058,0.0078
350,1,1,0.514,0.560666667,1,1,0.7704,0.019
351,1,1,0.547,0.509,1,1,0.6808,0.0502
352,1,1,0.754,0.402,1,1,0.5292,0.0792
353,1,1,0.377,0.231333333,1,1,0.3006,0.1416
354,1,1,0.533,0.002666667,1,1,0.0368,0.307
355,1,1,0.366,0,1,1,0,0.416
356,1,1,0.298,0,1,1,0,0.4832
357,1,1,0.416,0,1,1,0,0.555
358,1,1,0.466,0,1,1,0,0.598
359,1,1,0.477,0,1,1,0,0.6048
360,1,1,0.433,0,1,1,0,0.601
361,1,1,0.312,0,1,1,0,0.5476
362,1,1,0.319,0,1,1,0,0.473
363,1,1,0.319,0,1,1,0,0.42
364,1,1,0.285,0,1,1,0,0.3306
365,1,1,0.28,0,1,1,0,0.293
366,1,1,0.272,0,1,1,0,0.2828
367,1,1,0.375,0,1,1,0,0.2944
368,1,1,0.403,0.005333333,1,1,0.005,0.3326
369,1,1,0.546,0.297,1,1,0.0776,0.3952
370,1,1,0.324,0.503666667,1,1,0.2124,0.44
371,1,1,0.319,0.615333333,1,1,0.2914,0.4252
372,1,1,0.065,0.686666667,1,1,0.279,0.3938
373,1,1,0.018,0.705,1,1,0.2546,0.3668
374,1,1,0.13,0.692333333,1,1,0.2622,0.3536
375,1,1,0.326,0.634666667,1,1,0.3174,0.3396
376,1,1,0.375,0.521333333,1,1,0.2274,0.2962
377,1,1,0.208,0.327,1,1,0.0976,0.215
378,1,1,0.063,0.003666667,1,1,0.0112,0.1432
379,1,1,0.172,0,1,1,0,0.1014
380,1,1,0.328,0,1,1,0,0.0762
381,1,1,0.333,0,1,1,0,0.0722
382,1,1,0.421,0,1,1,0,0.107
383,1,1,0.625,0,1,1,0,0.2078
384,1,1,0.729,0,1,1,0,0.3602
385,1,1,0.668,0,1,1,0,0.4736
386,1,1,0.765,0,1,1,0,0.5234
387,1,1,0.875,0,1,1,0,0.5252
388,1,1,0.859,0,1,1,0,0.48
389,1,1,0.717,0,1,1,0,0.4064
390,1,1,0.923,0,1,1,0,0.3388
391,1,1,0.978,0,1,1,0,0.2666
392,1,1,1,0.033333333,1,1,0.0552,0.1908
393,1,1,0.995,0.329,1,1,0.3378,0.0932
394,1,1,0.989,0.528666667,1,1,0.549,0.0738
395,1,1,0.981,0.644333333,1,1,0.6934,0.2312
396,1,1,0.982,0.707666667,1,1,0.749,0.3322
397,1,1,0.978,0.723,1,1,0.731,0.3602
398,1,1,0.987,0.704333333,1,1,0.6726,0.3394
399,1,1,0.992,0.643333333,1,1,0.56,0.3034
400,1,1,0.993,0.524333333,1,1,0.4132,0.2812
401,1,1,0.983,0.310666667,1,1,0.2068,0.2578
402,1,1,0.974,0.004333333,1,1,0.0232,0.2876
403,1,1,0.988,0,1,1,0,0.318
404,1,1,0.992,0,1,1,0,0.2948
405,1,1,0.992,0,1,1,0,0.2438
406,1,1,0.993,0,1,1,0,0.2448
407,1,1,0.992,0,1,1,0,0.2598
408,1,1,0.99,0,1,1,0,0.2566
409,1,1,0.994,0,1,1,0,0.2352
410,1,1,0.995,0,1,1,0,0.188
411,1,1,0.994,0,1,1,0,0.1366
412,1,1,0.994,0,1,1,0,0.0992
413,1,1,0.993,0,1,1,0,0.0782
414,1,1,0.991,0,1,1,0,0.0638
415,1,1,0.996,0,1,1,0,0.0564
416,1,1,0.996,0.014666667,1,1,0.054,0.0608
417,1,1,0.993,0.238333333,1,1,0.3234,0.0634
418,1,1,0.994,0.449666667,1,1,0.5602,0.0718
419,1,1,0.992,0.571333333,1,1,0.712,0.1072
420,1,1,0.989,0.603,1,1,0.7914,0.141
421,1,1,0.99,0.641333333,1,1,0.8128,0.1694
422,1,1,0.988,0.635,1,1,0.7756,0.1972
423,1,1,0.989,0.559666667,1,1,0.6818,0.232
424,1,1,0.991,0.432,1,1,0.5248,0.296
425,1,1,0.991,0.238333333,1,1,0.2926,0.359
426,1,1,0.987,0,1,1,0.0362,0.5136
427,1,1,0.989,0,1,1,0,0.6146
428,1,1,0.991,0,1,1,0,0.6536
429,1,1,0.99,0,1,1,0,0.6798
430,1,1,0.988,0,1,1,0,0.696
431,1,1,0.987,0,1,1,0,0.7228
432,1,1,0.986,0,1,1,0,0.7274
433,1,1,0.987,0,1,1,0,0.7118
434,1,1,0.99,0,1,1,0,0.7032
435,1,1,0.989,0,1,1,0,0.6756
436,1,1,0.988,0,1,1,0,0.6394
437,1,1,0.987,0,1,1,0,0.5954
438,1,1,0.977,0,1,1,0,0.5634
439,1,1,0.923,0,1,1,0,0.6216
440,1,1,0.972,0.014,1,1,0.0386,0.6202
441,1,1,0.986,0.216,1,1,0.2012,0.5958
442,1,1,0.994,0.383,1,1,0.3826,0.614
443,1,1,0.994,0.461,1,1,0.5422,0.718
444,1,1,0.993,0.482333333,1,1,0.697,0.788
445,1,1,0.975,0.483666667,1,1,0.7426,0.7812
446,1,1,0.81,0.496333333,1,1,0.6398,0.7496
447,1,1,0.932,0.421333333,1,1,0.513,0.7084
448,1,1,0.857,0.285333333,1,1,0.369,0.6784
449,1,1,0.61,0.11,1,1,0.1648,0.6612
450,1,1,0.957,0,1,1,0.0178,0.6454
451,1,1,0.94,0,1,1,0,0.6344
452,1,1,0.942,0,1,1,0,0.5926
453,1,1,0.942,0,1,1,0,0.5308
454,1,1,0.942,0,1,1,0,0.3832
455,1,1,0.936,0,1,1,0,0.2156
456,1,1,0.929,0,1,1,0,0.1418
457,1,1,0.934,0,1,1,0,0.108
458,1,1,0.949,0,1,1,0,0.1006
459,1,1,0.939,0,1,1,0,0.1256
460,1,1,0.958,0,1,1,0,0.1514
461,1,1,0.832,0,1,1,0,0.1396
462,1,1,0.952,0,1,1,0,0.1398
463,1,1,0.975,0,1,1,0,0.1822
464,1,1,0.988,0.003333333,1,1,0.031,0.2388
465,1,1,0.988,0.179,1,1,0.223,0.2808
466,1,1,0.411,0.399,1,1,0.3856,0.345
467,1,1,0.381,0.532333333,1,1,0.501,0.4406
468,1,1,0.988,0.506666667,1,1,0.5802,0.5208
469,1,1,0.99,0.509666667,1,1,0.5796,0.5534
470,1,1,0.991,0.466,1,1,0.5376,0.5732
471,1,1,1,0.405666667,1,1,0.4784,0.5648
472,1,1,0.999,0.256666667,1,1,0.3684,0.4628
473,1,1,0.999,0.098666667,1,1,0.168,0.2364
474,1,1,1,0,1,1,0.0176,0.078
475,1,1,1,0,1,1,0,0.0714
476,1,1,1,0,1,1,0,0.1972
477,1,1,1,0,1,1,0,0.2806
478,1,1,0.99,0,1,1,0,0.3056
479,1,1,0.995,0,1,1,0,0.333
480,1,1,0.997,0,1,1,0,0.3294
481,1,1,1,0,1,1,0,0.2526
482,1,1,0.99,0,1,1,0,0.2256
483,1,1,0.93,0,1,1,0,0.3558
484,1,1,0.913,0,1,1,0,0.4546
485,1,1,0.95,0,1,1,0,0.5436
486,1,1,0.983,0,1,1,0,0.6172
487,1,1,0.991,0,1,1,0,0.6938
488,1,1,0.998,0,1,1,0.0248,0.7744
489,1,1,0.989,0.096333333,1,1,0.1878,0.7964
490,1,1,0.973,0.265333333,1,1,0.3648,0.9168
491,1,1,0.961,0.446333333,1,1,0.5182,0.9364
492,1,1,0.952,0.568,1,1,0.57,0.9408
493,1,1,0.928,0.608333333,1,1,0.5688,0.9422
494,1,1,0.872,0.585666667,1,1,0.516,0.9542
495,1,1,0.849,0.552666667,1,1,0.462,0.9602
496,1,1,0.859,0.429333333,1,1,0.353,0.957
497,1,1,0.844,0.246666667,1,1,0.2078,0.933
498,1,1,0.853,0.001666667,1,1,0.0314,0.8694
499,1,1,0.796,0,1,1,0,0.815
500,1,1,0.701,0,1,1,0,0.7276
501,1,1,0.652,0,1,1,0,0.653
502,1,1,0.612,0,1,1,0,0.6166
503,1,1,0.622,0,1,1,0,0.6118
504,1,1,0.538,0,1,1,0,0.623
505,1,1,0.139,0,1,1,0,0.6366
506,1,1,0.362,0,1,1,0,0.6412
507,1,1,0.332,0,1,1,0,0.6434
508,1,1,0.168,0,1,1,0,0.6292
509,1,1,0.099,0,1,1,0,0.6082
510,1,1,0.053,0,1,1,0,0.5724
511,1,1,0.072,0,1,1,0,0.5194
512,1,1,0.097,0.231333333,1,1,0.0656,0.4522
513,1,1,0.092,0.483333333,1,1,0.3634,0.3618
514,1,1,0.075,0.640333333,1,1,0.5894,0.4424
515,1,1,0.056,0.719333333,1,1,0.7332,0.402
516,1,1,0.053,0.745666667,1,1,0.8126,0.3148
517,1,1,0.06,0.738333333,1,1,0.835,0.2394
518,1,1,0.106,0.732,1,1,0.8022,0.1994
519,1,1,0.185,0.684,1,1,0.7094,0.1738
520,1,1,0.143,0.603333333,1,1,0.552,0.1406
521,1,1,0.082,0.437333333,1,1,0.3184,0.0972
522,1,1,0.093,0.175666667,1,1,0.0484,0.1082
523,1,1,0.083,0,1,1,0,0.2
524,1,1,0.095,0,1,1,0,0.299
525,1,1,0.094,0,1,1,0,0.3358
526,1,1,0.098,0,1,1,0,0.3016
527,1,1,0.098,0,1,1,0,0.2434
528,1,1,0.088,0,1,1,0,0.21
529,1,1,0.104,0,1,1,0,0.1974
530,1,1,0.111,0,1,1,0,0.2042
531,1,1,0.125,0,1,1,0,0.2264
532,1,1,0.132,0,1,1,0,0.2372
533,1,1,0.119,0,1,1,0,0.2362
534,1,1,0.237,0,1,1,0,0.2316
535,1,1,0.214,0,1,1,0,0.249
536,1,1,0.205,0.139333333,1,1,0.0772,0.2698
537,1,1,0.182,0.376,1,1,0.3988,0.2656
538,1,1,0.177,0.519,1,1,0.612,0.2602
539,1,1,0.124,0.604333333,1,1,0.7472,0.3326
540,1,1,0.042,0.616333333,1,1,0.8196,0.5088
541,1,1,0.077,0.625333333,1,1,0.835,0.6162
542,1,1,0.165,0.594333333,1,1,0.7968,0.6786
543,1,1,0.085,0.534666667,1,1,0.7028,0.7062
544,1,1,0.062,0.460666667,1,1,0.5468,0.6882
