Hour,WECC_Load_MWh,ERCOT_Load_MWh_2050
2237,121919,89201.2
2238,136184,90498.9
2239,153279,87529.2
2240,164192,86748.3
2241,164545,86666.6
2242,163154,86108
2243,168966,87259.4
2244,176227,89822.5
2245,180626,94392
2246,180445,93293.8
2247,181077,91367.2
2248,197704,89539.4
2249,217732,87895.9
2250,220334,85241.6
2251,192895,82631
2252,167335,80079.3
2253,156269,79790.5
2254,138278,79877.9
2255,121597,80789.9
2256,112445,82045.8
2257,108793,84567.1
2258,111696,91108.8
2259,112516,93246.3
2260,114745,91657.9
2261,121103,89729.4
2262,134772,91293.1
2263,151969,87215.7
2264,162997,85486.7
2265,164198,85351.8
2266,163401,85500
2267,169722,86493.7
2268,176861,88874.4
2269,180769,93172.2
2270,182115,92606
2271,180055,90791.5
2272,197583,88916.2
2273,215918,86898.4
2274,217531,84088.3
2275,188210,81230.7
2276,163319,78658.1
2277,152760,78333.2
2278,133766,78363.6
2279,119111,78924.1
2280,110388,80142
2281,111398,82376.4
2282,111995,91049.9
2283,112467,93609.2
2284,114592,94589.6
2285,120906,92953.7
2286,134935,94202
2287,151534,91526.8
2288,163681,89999.2
2289,164655,90565.4
2290,164624,91511.6
2291,171221,93058.2
2292,178686,95938.6
2293,183001,99590.4
2294,184562,98475.1
2295,182333,96784.1
2296,202719,94221
2297,219157,90960.6
2298,221123,86303.7
2299,192607,83571.5
2300,166879,80822.2
2301,154972,80178.1
2302,133736,80037.5
2303,123911,80539.1
2304,111079,81698.1
2305,109211,83867.9
2306,111159,93274.8
2307,111299,95300.2
2308,112972,96271.1
2309,118515,95294.5
2310,131589,97224.9
2311,148496,94080.4
2312,160457,92752.3
2313,163490,93510.4
2314,164488,94243.8
2315,171952,95913.9
2316,180073,98826.6
2317,184984,103092.1
2318,185494,101315.6
2319,184448,99586.6
2320,202650,97014
2321,219385,93628.2
2322,219148,88996
2323,189445,86123.2
2324,162258,83189.6
2325,151206,82290.9
2326,131469,81701.9
2327,117946,81629.7
2328,113396,82298.5
2329,118866,84080.7
2330,117180,91255.1
2331,119154,94608.6
2332,117866,95879.7
2333,118122,94819.5
2334,122948,96455.4
2335,128147,94640.9
2336,135406,92955.6
2337,148019,93818.2
2338,162391,94876.5
2339,174902,96451.6
2340,186631,99119.2
2341,196814,102354.9
2342,197527,101131.3
2343,190623,99453.6
2344,195349,96949.4
2345,199132,93725.1
2346,195455,89060.6
2347,201054,86128.9
2348,198027,83109.8
2349,184099,82182.6
2350,165022,81871
2351,146342,81909
2352,129578,82686.1
2353,117924,84569
2354,117858,93521.8
2355,118077,96075.4
2356,117189,96520
2357,117870,95172.9
2358,121621,97312.3
2359,127815,93744.1
2360,134302,92404.6
2361,144752,93117.1
2362,154998,93736.5
2363,163590,95452.2
2364,172823,98458
2365,181171,102981.9
2366,180337,101024.9
2367,171535,99375.7
2368,175574,96881
2369,174403,93844.8
2370,174291,89634.4
2371,185427,87267
2372,189610,84500.6
2373,176987,84709.6
2374,154820,84783.7
2375,141313,85348
2376,118694,86149.8
2377,105756,87189.1
2378,108772,92326.7
2379,108559,95275.5
2380,111679,94633.3
2381,118223,92630.7
2382,131832,94443.3
2383,148907,90901.7
2384,160606,89113.8
2385,162214,89609.7
2386,161625,90250
2387,167217,91420.4
2388,174148,93675.7
2389,178133,97599.2
2390,179154,94496.5
2391,177059,92514.8
2392,193235,90331.7
2393,211036,87628
2394,210839,84054.1
2395,182953,82691.8
2396,159448,81211.7
2397,147073,81244
2398,127324,81325.7
2399,113229,81819.7
2400,106151,82359.3
2401,108429,82982.5
2402,111083,87844.6
2403,110438,89638.2
2404,112926,87922.5
2405,118641,86448.1
2406,132098,89136.6
2407,149154,85555.1
2408,160989,84219.4
2409,162636,84344.8
2410,162225,83892.6
2411,167646,84719.1
2412,174574,86626.7
2413,177996,90814.3
2414,178615,88578
2415,180617,86176.4
2416,194614,84616.5
2417,210599,83472.7
2418,214170,81996.4
2419,188571,80694.9
2420,162312,79477
2421,150892,79744.9
2422,131883,80130.6
2423,118634,81082.5
2424,107132,82184.5
2425,110299,83455.6
2426,112995,88158.1
2427,111295,89153.7
2428,113106,87261.3
2429,119284,85849.6
2430,132404,89271.5
2431,150293,84671.6
2432,162512,82727.9
2433,163591,82224.4
2434,163204,82389.7
2435,169145,82993.9
2436,175965,84876.8
2437,179684,90339.3
2438,179468,87892.1
2439,182389,86049.1
2440,195528,85127.6
2441,217158,84683
2442,214391,83807.1
2443,189645,83233.3
2444,164542,82760.2
2445,152853,83693.1
2446,134472,84688.7
2447,121627,86085.2
2448,114585,87479.8
2449,114643,89142.3
2450,113304,95680.2
2451,113292,95680.2
2452,115917,92991.7
2453,122282,90555.9
2454,136258,92410.3
2455,154161,86999.1
2456,164995,84916.7
2457,165116,84213.7
2458,163394,83780.5
2459,167699,84268.8
2460,173639,85828.7
2461,176593,90434.3
2462,176969,88733.8
2463,176709,86073.8
2464,196789,84508.2
2465,216413,83090.8
2466,218296,81637.3
2467,194073,80776.6
2468,168417,87610.9
2469,159090,86849
2470,139432,86311.3
2471,123556,86280.9
2472,115201,86961.1
2473,115167,88608.4
2474,115365,96974.1
2475,114365,99326.3
2476,117242,100282
2477,124080,98750.6
2478,137677,100808.3
2479,155977,97147
2480,166948,96149.5
2481,166894,96972.2
2482,164213,97730.3
2483,168351,99275
2484,173837,102183.9
2485,176406,105689.4
2486,176705,104699.5
2487,175568,102685.5
2488,190658,100054
2489,204819,96664.4
2490,210960,91752.9
2491,183745,88693.9
2492,160360,80622.7
2493,153232,80656.9
2494,141166,81200.3
2495,128184,82277.6
2496,124818,83896.4
2497,128242,86683.7
2498,121420,96732.8
2499,121529,98486.5
2500,120753,99793.7
2501,122349,98997.6
2502,128728,101878
2503,134801,99187.6
2504,141799,97310.4
2505,151491,97724.6
2506,162045,98260.4
2507,170335,99596.1
2508,179066,102068
2509,186135,106704
2510,183865,104834.4
2511,171657,102573.4
2512,176958,99930.5
2513,179787,96757.5
2514,178593,92106.3
2515,190616,89197.4
2516,193139,86404.4
2517,184025,85653.9
2518,165301,85275.8
2519,146579,85541.8
2520,129716,86444.3
2521,118254,88355.7
2522,115857,96121
2523,117703,99753.8
2524,116864,100147.1
2525,117396,98767.7
2526,121568,101045.8
2527,126145,97253.4
2528,133449,95554.8
2529,143740,95946.2
2530,154723,96533.3
2531,163664,97829.1
2532,173103,100466.3
2533,180743,104652
2534,179514,102942
2535,170819,100747.5
2536,173645,98097
2537,179355,94830.9
2538,179693,90307
2539,191183,87455.1
2540,192700,84645
2541,180493,83907.8
2542,159257,83438.5
2543,140459,83527.8
2544,121313,84257.4
2545,105067,86125.1
2546,107427,93793.5
2547,109117,96993.1
2548,112109,98093.2
2549,119476,96805
2550,133385,98269.9
2551,150221,94707.4
2552,162102,92894.8
2553,162376,93556
2554,161282,94181.1
2555,166460,95414.2
2556,173491,98068.5
2557,177064,101722.2
2558,175773,99924.8
2559,173754,98186.3
2560,194337,95623.2
2561,213892,92340
2562,217629,87671.7
2563,190861,84715.3
2564,164852,81848.2
2565,153580,81137.6
2566,134959,80784.2
2567,119252,81105.3
2568,109691,82129.4
2569,108555,84274.5
2570,111777,92767.5
2571,112924,95264.1
2572,115469,95744.8
2573,121919,93696.6
2574,136184,94656.1
2575,153279,91657.9
2576,164192,90107.5
2577,164545,90567.3
2578,163154,91295
2579,168966,92645.9
2580,176227,95687.8
2581,180626,98915.9
2582,180445,98190.1
2583,181077,96407.9
2584,197704,93702.3
2585,217732,90396.3
2586,220334,85672.9
2587,192895,82883.7
2588,167335,79974.8
2589,156269,79230
2590,138278,78926
2591,121597,79155.9
2592,112445,79982.4
2593,108793,82074.3
2594,111696,90964.4
2595,112516,92322.9
2596,114745,91568.6
2597,121103,90156.9
2598,134772,91186.7
2599,151969,88293
2600,162997,87039
2601,164198,87405.7
2602,163401,87297.4
2603,169722,88568.5
2604,176861,91296.9
2605,180769,95674.5
2606,182115,94927.8
2607,180055,92898.6
2608,197583,90791.5
2609,215918,88899.1
2610,217531,85752.7
2611,188210,82726
2612,163319,79716.4
2613,152760,79062.8
2614,133766,78781.6
2615,119111,79125.5
2616,110388,79887.4
2617,111398,82180.7
2618,111995,88015.6
2619,112467,89883.3
2620,114592,89233.5
2621,120906,87992.8
2622,134935,89195.5
2623,151534,86322.7
2624,163681,85068.7
2625,164655,85348
2626,164624,85925.6
2627,171221,87227.1
2628,178686,89837.7
2629,183001,94397.7
2630,184562,95184.3
2631,182333,92908.1
2632,202719,91258.9
2633,219157,89539.4
2634,221123,86774.9
2635,192607,84208
2636,166879,80658.8
2637,154972,80223.7
2638,133736,80016.6
2639,123911,80311.1
2640,111079,81344.7
2641,109211,83484.1
2642,111159,90968.2
2643,111299,94449
2644,112972,95889.2
2645,118515,94952.5
2646,131589,96609.3
2647,148496,94709.3
2648,160457,92948
2649,163490,93808.7
2650,164488,94870.8
2651,171952,96444
2652,180073,99109.7
2653,184984,102339.7
2654,185494,101116.1
2655,184448,99434.6
2656,202650,96928.5
2657,219385,93706.1
2658,219148,89045.4
2659,189445,86119.4
2660,162258,83096.5
2661,151206,82171.2
2662,131469,81855.8
2663,117946,81888.1
2664,113396,82663.3
2665,118866,84540.5
2666,117180,93483.8
2667,119154,96039.3
2668,117866,96489.6
2669,118122,95148.2
2670,122948,97289.5
2671,128147,93721.3
2672,135406,92383.7
2673,148019,93103.8
2674,162391,93725.1
2675,174902,95442.7
2676,186631,98442.8
2677,196814,102966.7
2678,197527,101005.9
2679,190623,99349.1
2680,195349,96848.7
2681,199132,93810.6
2682,195455,89605.9
2683,201054,87246.1
2684,198027,84487.3
2685,184099,84696.3
2686,165022,84772.3
2687,146342,85336.6
2688,129578,86136.5
2689,117924,87173.9
2690,117858,92305.8
2691,118077,95254.6
2692,117189,94616.2
2693,117870,92617.4
2694,121621,94433.8
2695,127815,90894.1
2696,134302,89110
2697,144752,89605.9
2698,154998,90250
2699,163590,91422.3
2700,172823,93679.5
2701,181171,97603
2702,180337,94502.2
2703,171535,92522.4
2704,175574,90341.2
2705,174403,87635.6
2706,174291,84059.8
2707,185427,82693.7
2708,189610,81215.5
2709,176987,81247.8
2710,154820,81325.7
2711,141313,81819.7
2712,118694,82361.2
2713,105756,82986.3
2714,108772,87852.2
2715,108559,89647.7
2716,111679,87928.2
2717,118223,86451.9
2718,131832,89138.5
2719,148907,85557
2720,160606,84223.2
2721,162214,84346.7
2722,161625,83892.6
2723,167217,84717.2
2724,174148,86626.7
2725,178133,90810.5
2726,179154,88578
2727,177059,86180.2
2728,193235,84624.1
2729,211036,83480.3
2730,210839,81998.3
2731,182953,80691.1
2732,159448,85718.5
2733,147073,84941.4
2734,127324,84352.4
2735,113229,84278.3
2736,106151,84629.8
2737,108429,86303.7
2738,111083,94228.6
2739,110438,95634.6
2740,112926,94889.8
2741,118641,92883.4
2742,132098,94553.5
2743,149154,90926.4
2744,160989,89144.2
2745,162636,88948.5
2746,162225,88120.1
2747,167646,89081.5
2748,174574,91616.1
2749,177996,95885.4
2750,178615,94753
2751,180617,92594.6
2752,194614,90616.7
2753,210599,88745.2
2754,214170,85743.2
2755,188571,82822.9
2756,162312,79463.7
2757,150892,79725.9
2758,131883,80107.8
2759,118634,81054
2760,107132,82152.2
2761,110299,83421.4
2762,112995,88118.2
2763,111295,89119.5
2764,113106,87223.3
2765,119284,85815.4
2766,132404,89244.9
2767,150293,84648.8
2768,162512,82707
2769,163591,82203.5
2770,163204,82368.8
2771,169145,82973
2772,175965,84850.2
2773,179684,90310.8
2774,179468,87857.9
2775,182389,86011.1
2776,195528,85089.6
2777,217158,84646.9
2778,214391,83776.7
2779,189645,83202.9
2780,164542,77415.5
2781,152853,77520
2782,134472,77755.6
2783,121627,78660
2784,114585,80269.3
2785,114643,82997.7
2786,113304,91897.3
2787,113292,94810
2788,115917,95703
2789,122282,93956.9
2790,136258,95039.9
2791,154161,91918.2
2792,164995,90105.6
2793,165116,90565.4
2794,163394,91293.1
2795,167699,92644
2796,173639,95684
2797,176593,98914
2798,176969,98190.1
2799,176709,96406
2800,196789,93700.4
2801,216413,90392.5
2802,218296,85672.9
2803,194073,82885.6
2804,168417,80018.5
2805,159090,79667
2806,139432,79543.5
2807,123556,80115.4
2808,115201,81128.1
2809,115167,83506.9
2810,115365,90071.4
2811,114365,92987.9
2812,117242,90856.1
2813,124080,89357
2814,137677,91068.9
2815,155977,86883.2
2816,166948,84751.4
2817,166894,84627.9
2818,164213,84854
2819,168351,85889.5
2820,173837,88370.9
2821,176406,93141.8
2822,176705,92731.4
2823,175568,91027.1
2824,190658,89281
2825,204819,87227.1
2826,210960,84576.6
2827,183745,82165.5
2828,160360,79881.7
2829,153232,79697.4
2830,141166,79748.7
2831,128184,80330.1
2832,124818,81648.7
2833,128242,84004.7
2834,121420,93641.5
2835,121529,95666.9
2836,120753,97274.3
2837,122349,96601.7
2838,128728,99689.2
2839,134801,96447.8
2840,141799,95349.6
2841,151491,95836
2842,162045,96742.3
2843,170335,98486.5
2844,179066,101549.3
2845,186135,106557.7
2846,183865,104336.6
2847,171657,102816.6
2848,176958,100475.8
2849,179787,97508
2850,178593,93001.2
2851,190616,90225.3
2852,193139,87645.1
2853,184025,86989.6
2854,165301,86645.7
2855,146579,86862.3
2856,129716,87696.4
2857,120069,89545.1
2858,111984,96512.4
2859,116871,99297.8
2860,114488,100781.7
2861,113016,100344.7
2862,115573,103491.1
2863,119059,99915.3
2864,127037,98537.8
2865,140469,99366.2
2866,153974,100187
2867,165668,101819.1
2868,177614,104604.5
2869,186814,109402
2870,187729,106696.4
2871,180618,104980.7
2872,184619,102486
2873,189747,99442.2
2874,188039,95015.2
2875,195590,92393.2
2876,192230,89818.7
2877,181658,89104.3
2878,163872,88695.8
2879,144657,88804.1
2880,122208,89571.7
2881,101550,91511.6
2882,99783,100673.4
2883,108157,101729.8
2884,108628,102360.6
2885,109531,100445.4
2886,115466,102841.3
2887,126271,98775.3
2888,139024,96801.2
2889,145586,97055.8
2890,149201,97335.1
2891,157820,98450.4
2892,165878,101011.6
2893,171632,105216.3
2894,172047,103031.3
2895,173493,101140.8
2896,193596,98418.1
2897,212990,95020.9
2898,216853,90626.2
2899,188253,87933.9
2900,157745,85279.6
2901,147231,84635.5
2902,132075,84278.3
2903,116768,84493
2904,106281,85414.5
2905,102212,87487.4
2906,102125,96801.2
2907,111009,98165.4
2908,112569,98725.9
2909,117020,96900
2910,128885,98549.2
2911,146275,95190
2912,161161,93120.9
2913,165587,93569.3
2914,168157,94093.7
2915,176605,95334.4
2916,186096,98036.2
2917,192451,102223.8
2918,194638,100485.3
2919,198894,98458
2920,220466,95832.2
2921,241717,92659.2
2922,241932,88488.7
2923,207989,86087.1
2924,174589,83603.8
2925,162133,83071.8
2926,144229,82973
2927,127297,83370.1
2928,115440,84462.6
2929,107455,86505.1
2930,105957,96054.5
2931,114701,97713.2
2932,115591,98057.1
2933,119198,96255.9
2934,130956,97895.6
2935,148475,94506
2936,164186,93386.9
2937,168209,94055.7
2938,170895,94887.9
2939,180020,96132.4
2940,190834,98756.3
2941,197591,102138.3
2942,200372,100990.7
2943,203883,98632.8
2944,225489,95794.2
2945,246709,92552.8
2946,246610,87567.2
2947,211801,84468.3
2948,177399,84133.9
2949,164746,83752
2950,146781,83824.2
2951,129314,84365.7
2952,118179,85555.1
2953,108683,87979.5
2954,107035,96267.3
2955,115355,100819.7
2956,116267,101186.4
2957,119862,100684.8
2958,131343,103287.8
2959,149284,99233.2
2960,165010,97095.7
2961,169986,97223
2962,173218,97027.3
2963,183673,97889.9
2964,194910,99881.1
2965,203019,103550
2966,207742,101340.3
2967,216270,101015.4
2968,234830,98266.1
2969,257342,94815.7
2970,257046,90092.3
2971,220812,87185.3
2972,187194,79699.3
2973,171005,78536.5
2974,153804,77761.3
2975,134848,77590.3
2976,122607,78230.6
2977,114456,80001.4
2978,115859,87816.1
2979,118266,90432.4
2980,119021,91751
2981,121822,90711.7
2982,133300,91656
2983,151075,89376
2984,166868,87977.6
2985,173298,88872.5
2986,178649,89913.7
2987,189791,91469.8
2988,200210,93860
2989,208154,96352.8
2990,212138,96103.9
2991,215956,96185.6
2992,235749,93497.1
2993,254093,89993.5
2994,251497,85087.7
2995,216129,82294.7
2996,182284,79758.2
2997,169384,79376.3
2998,151636,79568.2
2999,134861,80126.8
3000,127285,81462.5
3001,126063,84052.2
3002,123222,94278
3003,126722,96242.6
3004,123982,97764.5
3005,122013,96525.7
3006,125263,99026.1
3007,131387,95089.3
3008,141594,93373.6
3009,157701,93899.9
3010,176115,94321.7
3011,191777,95600.4
3012,205373,97842.4
3013,215366,101157.9
3014,215246,99611.3
3015,206830,99107.8
3016,212162,96407.9
3017,213348,92993.6
3018,208339,88378.5
3019,212643,85384.1
3020,208806,82708.9
3021,195324,82091.4
3022,177328,81967.9
3023,157507,82539.8
3024,137614,83943.9
3025,129337,86296.1
3026,123037,95400.9
3027,128257,97318
3028,125361,98110.3
3029,122177,96345.2
3030,123975,97490.9
3031,128436,93937.9
3032,139811,91973.3
3033,156222,92324.8
3034,175639,92841.6
3035,194608,93977.8
3036,212744,95932.9
3037,228528,97840.5
3038,232643,97122.3
3039,227124,96531.4
3040,232584,93529.4
3041,237695,89856.7
3042,234013,84732.4
3043,240565,81458.7
3044,233156,78186.9
3045,213480,77335.7
3046,195393,76902.5
3047,168505,77084.9
3048,140514,77700.5
3049,117585,79701.2
3050,118240,88336.7
3051,122030,89404.5
3052,122988,88868.7
3053,126242,87420.9
3054,137661,87690.7
3055,156343,84551.9
3056,175358,82891.3
3057,184592,83250.4
3058,191221,82929.3
3059,205101,83837.5
3060,219557,85914.2
3061,229580,88218.9
3062,234702,88403.2
3063,237366,88123.9
3064,258651,85973.1
3065,280316,83712.1
3066,281698,80208.5
3067,243384,76706.8
3068,202013,73102.5
3069,184864,71768.7
3070,161851,71027.7
3071,142806,71020.1
3072,129309,71432.4
3073,123364,73283
3074,123271,78865.2
3075,126474,81323.8
3076,126778,80107.8
3077,129374,79104.6
3078,140314,79214.8
3079,158902,78367.4
3080,177754,77404.1
3081,186695,78143.2
3082,194296,79127.4
3083,208633,80313
3084,224172,82505.6
3085,234327,85034.5
3086,240107,86736.9
3087,244723,86923.1
3088,267421,85378.4
3089,289743,83444.2
3090,290329,80178.1
3091,252019,77018.4
3092,208694,73465.4
3093,190429,72243.7
3094,167491,71447.6
3095,146606,71177.8
3096,132867,71377.3
3097,126023,73165.2
3098,125803,78931.7
3099,128749,80560
3100,129424,79708.8
3101,131786,78760.7
3102,142515,78365.5
3103,160856,77005.1
3104,179524,76089.3
3105,187947,77027.9
3106,195772,78112.8
3107,210368,79442.8
3108,226640,81622.1
3109,237157,84373.3
3110,242453,85872.4
3111,244514,85824.9
3112,267549,84251.7
3113,287697,81994.5
3114,288772,78671.4
3115,249322,75564.9
3116,209810,72515.4
3117,193627,71310.8
3118,170920,70672.4
3119,152977,70596.4
3120,137892,71352.6
3121,133511,73412.2
3122,128184,81741.8
3123,129385,84812.2
3124,130010,86750.2
3125,132191,86706.5
3126,143011,87599.5
3127,160628,87287.9
3128,178198,87149.2
3129,186340,89054.9
3130,193837,91194.3
3131,207103,93388.8
3132,221510,96508.6
3133,231376,99244.6
3134,236915,99449.8
3135,243823,99738.6
3136,265602,97076.7
3137,282298,92841.6
3138,278343,87284.1
3139,240149,83531.6
3140,203470,79228.1
3141,185956,77480.1
3142,169257,76104.5
3143,150829,75279.9
3144,139371,75198.2
3145,132873,76456
3146,130238,83772.9
3147,128543,86619.1
3148,128946,87935.8
3149,131681,87306.9
3150,142273,87753.4
3151,159526,87268.9
3152,176278,86868
3153,182933,88617.9
3154,187472,90335.5
3155,198352,92414.1
3156,209735,95302.1
3157,216900,97829.1
3158,221024,97998.2
3159,228378,98364.9
3160,245808,95822.7
3161,261373,91287.4
3162,261496,85876.2
3163,225617,82347.9
3164,189088,78637.2
3165,176414,76913.9
3166,160480,75635.2
3167,139152,74903.7
3168,138608,75004.4
3169,139373,76362.9
3170,131473,83332.1
3171,132805,86442.4
3172,130033,88103
3173,128183,87458.9
3174,131029,88408.9
3175,136186,87726.8
3176,147422,87394.3
3177,164050,88984.6
3178,183242,90569.2
3179,199981,92495.8
3180,216938,95248.9
3181,229492,97232.5
3182,232073,97798.7
3183,225835,97967.8
3184,227600,95191.9
3185,226365,91053.7
3186,221154,85481
3187,226523,81791.2
3188,219644,77789.8
3189,205286,75952.5
3190,185589,74696.6
3191,163848,74008.8
3192,143766,74172.2
3193,120069,75648.5
3194,111984,84035.1
3195,116871,85821.1
3196,114488,87394.3
3197,113016,86681.8
3198,115573,86993.4
3199,119059,86875.6
3200,127037,86347.4
3201,140469,87762.9
3202,153974,89060.6
3203,165668,90951.1
3204,177614,93673.8
3205,186814,95988
3206,187729,96360.4
3207,180618,96413.6
3208,184619,94021.5
3209,189747,90350.7
3210,188039,85040.2
3211,195590,81810.2
3212,192230,84274.5
3213,181658,83311.2
3214,163872,82879.9
3215,144657,82950.2
3216,122208,83750.1
3217,101550,85595
3218,99783,93535.1
3219,108157,96466.8
3220,108628,97435.8
3221,109531,96065.9
3222,115466,97042.5
3223,126271,94192.5
3224,139024,92089.2
3225,145586,92189.9
3226,149201,92611.7
3227,157820,93664.3
3228,165878,95813.2
3229,171632,98017.2
3230,172047,97743.6
3231,173493,97635.3
3232,193596,94798.6
3233,212990,90806.7
3234,216853,85707.1
3235,188253,82543.6
3236,157745,78021.6
3237,147231,76389.5
3238,132075,75194.4
3239,116768,74525.6
3240,106281,74309
3241,102212,75646.6
3242,102125,82486.6
3243,111009,84268.8
3244,112569,84487.3
3245,117020,83983.8
3246,128885,84441.7
3247,146275,83242.8
3248,161161,82376.4
3249,165587,83016.7
3250,168157,82957.8
3251,176605,84170
3252,186096,86438.6
3253,192451,89389.3
3254,194638,89972.6
3255,198894,89984
3256,220466,88175.2
3257,241717,86149.8
3258,241932,82805.8
3259,207989,79446.6
3260,174589,75648.5
3261,162133,74084.8
3262,144229,73112
3263,127297,72895.4
3264,115440,73205.1
3265,107455,75114.6
3266,105957,81207.9
3267,114701,83182
3268,115591,82461.9
3269,119198,81616.4
3270,130956,82484.7
3271,148475,80322.5
3272,164186,78924.1
3273,168209,79374.4
3274,170895,80124.9
3275,180020,81135.7
3276,190834,83429
3277,197591,86573.5
3278,200372,88087.8
3279,203883,88397.5
3280,225489,86915.5
3281,246709,84829.3
3282,246610,81751.3
3283,211801,78644.8
3284,177399,75540.2
3285,164746,74698.5
3286,146781,74421.1
3287,129314,74656.7
3288,118179,75614.3
3289,108683,77913.3
3290,107035,87166.3
3291,115355,90126.5
3292,116267,91589.5
3293,119862,90599.6
3294,131343,91141.1
3295,149284,89520.4
3296,165010,88616
3297,169986,89735.1
3298,173218,90890.3
3299,183673,92442.6
3300,194910,94914.5
3301,203019,96854.4
3302,207742,97042.5
3303,216270,97078.6
3304,234830,94192.5
3305,257342,90096.1
3306,257046,84732.4
3307,220812,81447.3
3308,187194,78236.3
3309,171005,77278.7
3310,153804,76712.5
3311,134848,76674.5
3312,122607,77430.7
3313,114456,79440.9
3314,115859,88222.7
3315,118266,91433.7
3316,119021,93056.3
3317,121822,92953.7
3318,133300,95606.1
3319,151075,92900.5
3320,166868,91521.1
3321,173298,92587
3322,178649,93685.2
3323,189791,95167.2
3324,200210,97570.7
3325,208154,101190.2
3326,212138,100002.7
3327,215956,99970.4
3328,235749,97407.3
3329,254093,93886.6
3330,251497,89073.9
3331,216129,86109.9
3332,182284,82864.7
3333,169384,81874.8
3334,151636,81310.5
3335,134861,81278.2
3336,127285,81966
3337,126063,83772.9
3338,123222,90935.9
3339,126722,93033.5
3340,123982,94492.7
3341,122013,93614.9
3342,125263,95193.8
3343,131387,92087.3
3344,141594,90447.6
3345,157701,90711.7
3346,176115,90875.1
3347,191777,91823.2
3348,205373,93626.3
3349,215366,96181.8
3350,215246,94555.4
3351,206830,94975.3
3352,212162,93024
3353,213348,89729.4
3354,208339,85412.6
3355,212643,82779.2
3356,208806,80086.9
3357,195324,79408.6
3358,177328,79026.7
3359,157507,79117.9
3360,137614,80204.7
3361,120069,82422
3362,111984,90778.2
3363,116871,92444.5
3364,114488,94139.3
3365,113016,93478.1
3366,115573,94982.9
3367,119059,92013.2
3368,127037,90251.9
3369,140469,90742.1
3370,153974,91283.6
3371,165668,92404.6
3372,177614,94219.1
3373,186814,96149.5
3374,187729,94994.3
3375,180618,95252.7
3376,184619,93238.7
3377,189747,89883.3
3378,188039,85072.5
3379,195590,82032.5
3380,192230,78958.3
3381,181658,78004.5
3382,163872,77504.8
3383,144657,77721.4
3384,122208,78660
3385,101550,80877.3
3386,99783,90185.4
3387,108157,91376.7
3388,108628,92492
3389,109531,92011.3
3390,115466,93430.6
3391,126271,90924.5
3392,139024,89545.1
3393,145586,90124.6
3394,149201,90694.6
3395,157820,91796.6
3396,165878,93708
3397,171632,95799.9
3398,172047,94756.8
3399,173493,94861.3
3400,193596,92936.6
3401,212990,89636.3
3402,216853,84690.6
3403,188253,81629.7
3404,157745,78397.8
3405,147231,77290.1
3406,132075,76448.4
3407,116768,76138.7
3408,106281,76368.6
3409,102212,77909.5
3410,102125,84842.6
3411,111009,86018.7
3412,112569,85971.2
3413,117020,85494.3
3414,128885,85648.2
3415,146275,83313.1
3416,161161,81819.7
3417,165587,81937.5
3418,168157,81394.1
3419,176605,82182.6
3420,186096,83905.9
3421,192451,85855.3
3422,194638,85762.2
3423,198894,86041.5
3424,220466,84831.2
3425,241717,82764
3426,241932,79459.9
3427,207989,76163.4
3428,174589,72650.3
3429,162133,71453.3
3430,144229,70670.5
3431,127297,70499.5
3432,115440,71023.9
3433,107455,72958.1
3434,105957,77995
3435,114701,79629
3436,115591,79503.6
3437,119198,79089.4
3438,130956,79041.9
3439,148475,77447.8
3440,164186,76400.9
3441,168209,76925.3
3442,170895,77694.8
3443,180020,78747.4
3444,190834,80976.1
3445,197591,83090.8
3446,200372,84451.2
3447,203883,85095.3
3448,225489,84280.2
3449,246709,81950.8
3450,246610,78627.7
3451,211801,75545.9
3452,177399,72405.2
3453,164746,71295.6
3454,146781,70714.2
3455,129314,70605.9
3456,118179,71379.2
3457,108683,73381.8
3458,107035,81561.3
3459,115355,84871.1
3460,116267,86978.2
3461,119862,87113.1
3462,131343,88158.1
3463,149284,87077
3464,165010,86446.2
3465,169986,87812.3
3466,173218,89208.8
3467,183673,90935.9
3468,194910,93335.6
3469,203019,95900.6
3470,207742,95714.4
3471,216270,96590.3
3472,234830,94849.9
3473,257342,91219
3474,257046,86672.3
3475,220812,83940.1
3476,187194,79306
3477,171005,78283.8
3478,153804,77620.7
3479,134848,77495.3
3480,122607,78088.1
3481,114456,79915.9
3482,115859,88604.6
3483,118266,92017
3484,119021,92421.7
3485,121822,91418.5
3486,133300,92351.4
3487,151075,90517.9
3488,166868,89537.5
3489,173298,90666.1
3490,178649,91673.1
3491,189791,93267.2
3492,200210,95712.5
3493,208154,98222.4
3494,212138,97791.1
3495,215956,97823.4
3496,235749,95153.9
3497,254093,91306.4
3498,251497,86090.9
3499,216129,82716.5
3500,182284,79159.7
3501,169384,77837.3
3502,151636,76836
3503,134861,76349.6
3504,127285,76642.2
3505,126063,78213.5
3506,123222,86324.6
3507,126722,89347.5
3508,123982,90223.4
3509,122013,89404.5
3510,125263,90141.7
3511,131387,88399.4
3512,141594,87371.5
3513,157701,88521
3514,176115,89712.3
3515,191777,91380.5
3516,205373,94002.5
3517,215366,96521.9
3518,215246,96506.7
3519,206830,96643.5
3520,212162,93981.6
3521,213348,90255.7
3522,208339,84935.7
3523,212643,81652.5
3524,208806,78074.8
3525,195324,76788.5
3526,177328,75922.1
3527,157507,75644.7
3528,137614,76000
