Hour,WECC_Load_MWh,ERCOT_Load_MWh_2050
4409,280316,82946.4
4410,281698,79473.2
4411,243384,75625.7
4412,202013,71293.7
4413,184864,70134.7
4414,161851,69256.9
4415,142806,68962.4
4416,129309,70045.4
4417,123364,73729.5
4418,123271,75895.5
4419,126474,75988.6
4420,126778,75513.6
4421,129374,76285
4422,140314,76165.3
4423,158902,75456.6
4424,177754,74945.5
4425,186695,76273.6
4426,194296,78413
4427,208633,81369.4
4428,224172,84816
4429,234327,85186.5
4430,240107,85097.2
4431,244723,84835
4432,267421,83438.5
4433,289743,79697.4
4434,290329,76165.3
4435,252019,72543.9
4436,208694,70866.2
4437,190429,70049.2
4438,167491,69279.7
4439,146606,69313.9
4440,132867,70514.7
4441,126023,76799.9
4442,125803,80183.8
4443,128749,82781.1
4444,129424,82585.4
4445,131786,83940.1
4446,142515,84711.5
4447,160856,84652.6
4448,179524,84899.6
4449,187947,86632.4
4450,195772,89102.4
4451,210368,92398.9
4452,226640,95406.6
4453,237157,94523.1
4454,242453,94944.9
4455,244514,93958.8
4456,267549,89963.1
4457,287697,83968.6
4458,288772,80364.3
4459,249322,76473.1
4460,209810,74396.4
4461,193627,72992.3
4462,170920,71669.9
4463,152977,71175.9
4464,137892,71848.5
4465,133511,78245.8
4466,128184,81304.8
4467,129385,83677.9
4468,130010,83189.6
4469,132191,84569
4470,143011,85615.9
4471,160628,86009.2
4472,178198,86822.4
4473,186340,89132.8
4474,193837,92524.3
4475,207103,96478.2
4476,221510,100460.6
4477,231376,99457.4
4478,236915,99573.3
4479,243823,98309.8
4480,265602,94139.3
4481,282298,87924.4
4482,278343,83847
4483,240149,79566.3
4484,203470,77071.6
4485,185956,75490.8
4486,169257,73986
4487,150829,73235.5
4488,139371,73604.1
4489,132873,79902.6
4490,130238,82843.8
4491,128543,85051.6
4492,128946,84525.3
4493,131681,85912.3
4494,142273,86797.7
4495,159526,87113.1
4496,176278,87876.9
4497,182933,90339.3
4498,187472,93761.2
4499,198352,97994.4
4500,209735,102176.3
4501,216900,101349.8
4502,221024,101450.5
4503,228378,99846.9
4504,245808,95165.3
4505,261373,88568.5
4506,261496,84629.8
4507,225617,80472.6
4508,189088,78017.8
4509,176414,76323
4510,160480,74658.6
4511,139152,73769.4
4512,138608,74077.2
4513,139373,80115.4
4514,131473,82708.9
4515,132805,84912.9
4516,130033,84369.5
4517,128183,85460.1
4518,131029,86292.3
4519,136186,86402.5
4520,147422,86953.5
4521,164050,88940.9
4522,183242,91958.1
4523,199981,95742.9
4524,216938,99185.7
4525,229492,98682.2
4526,232073,99225.6
4527,225835,98277.5
4528,227600,93962.6
4529,226365,87519.7
4530,221154,83510.7
4531,226523,79190.1
4532,219644,76718.2
4533,205286,75097.5
4534,185589,73566.1
4535,163848,72828.9
4536,143766,73309.6
4537,129337,79627.1
4538,123037,82492.3
4539,128257,84766.6
4540,125361,84215.6
4541,122177,85646.3
4542,123975,86493.7
4543,128436,86649.5
4544,139811,87362
4545,156222,89902.3
4546,175639,93276.7
4547,194608,97487.1
4548,212744,101317.5
4549,228528,100542.3
4550,232643,100643
4551,227124,99921
4552,232584,96012.7
4553,237695,89163.2
4554,234013,85055.4
4555,240565,80626.5
4556,233156,78004.5
4557,213480,76235.6
4558,195393,74675.7
4559,168505,73550.9
4560,140514,73913.8
4561,117585,78770.2
4562,118240,80368.1
4563,122030,80649.3
4564,122988,79630.9
4565,126242,80478.3
4566,137661,80833.6
4567,156343,80799.4
4568,175358,80841.2
4569,184592,81850.1
4570,191221,84512
4571,205101,87276.5
4572,219557,90491.3
4573,229580,90025.8
4574,234702,89547
4575,237366,89035.9
4576,258651,87546.3
4577,280316,83394.8
4578,281698,79511.2
4579,243384,75397.7
4580,202013,73269.7
4581,184864,71922.6
4582,161851,70780.7
4583,142806,70184.1
4584,129309,71037.2
4585,123364,74434.4
4586,123271,76429.4
4587,126474,76431.3
4588,126778,75933.5
4589,129374,76731.5
4590,140314,76699.2
4591,158902,76098.8
4592,177754,75762.5
4593,186695,77402.2
4594,194296,79864.6
4595,208633,83052.8
4596,224172,86600.1
4597,234327,87329.7
4598,240107,87272.7
4599,244723,86930.7
4600,267421,85194.1
4601,289743,81162.3
4602,290329,77502.9
4603,252019,73659.2
4604,208694,71871.3
4605,190429,70930.8
4606,167491,70077.7
4607,146606,69986.5
4608,132867,71037.2
4609,126023,77119.1
4610,125803,80390.9
4611,128749,82984.4
4612,129424,82752.6
4613,131786,84141.5
4614,142515,84964.2
4615,160856,84916.7
4616,179524,85277.7
4617,187947,87187.2
4618,195772,90063.8
4619,210368,93706.1
4620,226640,97038.7
4621,237157,96322.4
4622,242453,96641.6
4623,244514,95628.9
4624,267549,91260.8
4625,287697,85045.9
4626,288772,81253.5
4627,249322,77377.5
4628,209810,75335
4629,193627,73910
4630,170920,72559.1
4631,152977,71972
4632,137892,72555.3
4633,133511,78641
4634,128184,81595.5
4635,129385,83970.5
4636,130010,83550.6
4637,132191,85053.5
4638,143011,85961.7
4639,160628,86275.2
4640,178198,87151.1
4641,186340,89643.9
4642,193837,92858.7
4643,207103,96738.5
4644,221510,100407.4
4645,231376,99603.7
4646,236915,99968.5
4647,243823,99104
4648,265602,94996.2
4649,282298,88598.9
4650,278343,84548.1
4651,240149,80134.4
4652,203470,73412.2
4653,185956,72034.7
4654,169257,70807.3
4655,150829,70119.5
4656,139371,70930.8
4657,132873,76026.6
4658,130238,78014
4659,128543,78753.1
4660,128946,78069.1
4661,131681,78777.8
4662,142273,79049.5
4663,159526,78834.8
4664,176278,78618.2
4665,182933,79190.1
4666,187472,81299.1
4667,198352,84177.6
4668,209735,87552
4669,216900,87006.7
4670,221024,86727.4
4671,228378,86377.8
4672,245808,85070.6
4673,261373,81291.5
4674,261496,77649.2
4675,225617,73697.2
4676,189088,77464.9
4677,176414,75817.6
4678,160480,74348.9
4679,139152,73552.8
4680,138608,73915.7
4681,139373,79678.4
4682,131473,82515.1
4683,132805,84768.5
4684,130033,84181.4
4685,128183,85431.6
4686,131029,86106.1
4687,136186,86071.9
4688,147422,86588.7
4689,164050,88629.3
4690,183242,91756.7
4691,199981,95442.7
4692,216938,98980.5
4693,229492,98081.8
4694,232073,98152.1
4695,225835,96901.9
4696,227600,92579.4
4697,226365,86413.9
4698,221154,82655.7
4699,226523,78528.9
4700,219644,76448.4
4701,205286,74778.3
4702,185589,73366.6
4703,163848,72714.9
4704,143766,73208.9
4705,129337,79203.4
4706,123037,82197.8
4707,128257,84538.6
4708,125361,84040.8
4709,122177,85308.1
4710,123975,86066.2
4711,128436,86151.7
4712,139811,86871.8
4713,156222,89148
4714,175639,92408.4
4715,194608,96358.5
4716,212744,99911.5
4717,228528,98995.7
4718,232643,99482.1
4719,227124,98762
4720,232584,94751.1
4721,237695,88418.4
4722,234013,84451.2
4723,240565,80058.4
4724,233156,77468.7
4725,213480,75829
4726,195393,74314.7
4727,168505,73509.1
4728,140514,73911.9
4729,117585,80149.6
4730,118240,83100.3
4731,122030,85215
4732,122988,84667.8
4733,126242,85938.9
4734,137661,86811
4735,156343,86976.3
4736,175358,87584.3
4737,184592,89719.9
4738,191221,92478.7
4739,205101,96027.9
4740,219557,98982.4
4741,229580,97827.2
4742,234702,97994.4
4743,237366,96776.5
4744,258651,92923.3
4745,280316,86448.1
4746,281698,82990.1
4747,243384,78764.5
4748,202013,76266
4749,184864,74573.1
4750,161851,73024.6
4751,142806,72015.7
4752,129309,72376.7
4753,123364,77031.7
4754,123271,78705.6
4755,126474,79178.7
4756,126778,78344.6
4757,129374,79254.7
4758,140314,79543.5
4759,158902,79380.1
4760,177754,79258.5
4761,186695,79876
4762,194296,82070.5
4763,208633,85114.3
4764,224172,88376.6
4765,234327,88137.2
4766,240107,87761
4767,244723,87377.2
4768,267421,86068.1
4769,289743,82199.7
4770,290329,78451
4771,252019,74462.9
4772,208694,72477.4
4773,190429,71253.8
4774,167491,70288.6
4775,146606,69887.7
4776,132867,70833.9
4777,126023,74331.8
4778,125803,76450.3
4779,128749,76632.7
4780,129424,76226.1
4781,131786,77286.3
4782,142515,77368
4783,160856,76921.5
4784,179524,76609.9
4785,187947,78143.2
4786,195772,80884.9
4787,210368,84255.5
4788,226640,88116.3
4789,237157,88422.2
4790,242453,88389.9
4791,244514,88068.8
4792,267549,86419.6
4793,287697,82509.4
4794,288772,78770.2
4795,249322,74829.6
4796,209810,73020.8
4797,193627,71970.1
4798,170920,71037.2
4799,152977,70868.1
4800,137892,71823.8
4801,133511,77938
4802,128184,80873.5
4803,129385,83527.8
4804,130010,83668.4
4805,132191,85165.6
4806,143011,85938.9
4807,160628,86054.8
4808,178198,86660.9
4809,186340,88686.3
4810,193837,91545.8
4811,207103,95161.5
4812,221510,98155.9
4813,231376,97038.7
4814,236915,97200.2
4815,243823,95716.3
4816,265602,92799.8
4817,282298,86936.4
4818,278343,82935
4819,240149,78774
4820,203470,76539.6
4821,185956,74943.6
4822,169257,73421.7
4823,150829,72752.9
4824,139371,73220.3
4825,132873,79209.1
4826,130238,81992.6
4827,128543,84299.2
4828,128946,84194.7
4829,131681,85545.6
4830,142273,86280.9
4831,159526,86366.4
4832,176278,86968.7
4833,182933,89142.3
4834,187472,92113.9
4835,198352,95989.9
4836,209735,99389
4837,216900,98496
4838,221024,98613.8
4839,228378,97557.4
4840,245808,94416.7
4841,261373,88177.1
4842,261496,84101.6
4843,225617,79689.8
4844,189088,77094.4
4845,176414,75483.2
4846,160480,73963.2
4847,139152,73237.4
4848,138608,73649.7
4849,139373,79528.3
4850,131473,82095.2
4851,132805,84280.2
4852,130033,83962.9
4853,128183,85108.6
4854,131029,85883.8
4855,136186,85794.5
4856,147422,86305.6
4857,164050,88503.9
4858,183242,91399.5
4859,199981,95108.3
4860,216938,97869
4861,229492,97033
4862,232073,96862
4863,225835,95684
4864,227600,92579.4
4865,226365,86647.6
4866,221154,82817.2
4867,226523,78720.8
4868,219644,76271.7
4869,205286,74700.4
4870,185589,73262.1
4871,163848,72540.1
4872,143766,73011.3
4873,129337,78840.5
4874,123037,81527.1
4875,128257,84004.7
4876,125361,83911.6
4877,122177,85256.8
4878,123975,86320.8
4879,128436,86676.1
4880,139811,87510.2
4881,156222,89917.5
4882,175639,93242.5
4883,194608,97319.9
4884,212744,100549.9
4885,228528,99691.1
4886,232643,99805.1
4887,227124,98819
4888,232584,95703
4889,237695,89528
4890,234013,85416.4
4891,240565,80949.5
4892,233156,78228.7
4893,213480,76467.4
4894,195393,74782.1
4895,168505,73860.6
4896,140514,74212.1
4897,117585,80237
4898,118240,82815.3
4899,122030,85102.9
4900,122988,85055.4
4901,126242,86765.4
4902,137661,87842.7
4903,156343,88388
4904,175358,89484.3
4905,184592,92146.2
4906,191221,95708.7
4907,205101,99945.7
4908,219557,103555.7
4909,229580,102489.8
4910,234702,102265.6
4911,237366,100928
4912,258651,97806.3
4913,280316,91486.9
4914,281698,87392.4
4915,243384,82868.5
4916,202013,71821.9
4917,184864,70634.4
4918,161851,69654
4919,142806,69323.4
4920,129309,70444.4
4921,123364,74240.6
4922,123271,76296.4
4923,126474,76345.8
4924,126778,75652.3
4925,129374,76245.1
4926,140314,76317.3
4927,158902,75705.5
4928,177754,75447.1
4929,186695,76870.2
4930,194296,79049.5
4931,208633,82226.3
4932,224172,85938.9
4933,234327,86398.7
4934,240107,86400.6
4935,244723,86089
4936,267421,84637.4
4937,289743,80848.8
4938,290329,77265.4
4939,252019,73476.8
4940,208694,79978.6
4941,190429,77962.7
4942,167491,76127.3
4943,146606,74846.7
4944,132867,74951.2
4945,126023,79345.9
4946,125803,80894.4
4947,128749,81380.8
4948,129424,81329.5
4949,131786,83385.3
4950,142515,84154.8
4951,160856,84912.9
4952,179524,85961.7
4953,187947,87960.5
4954,195772,91549.6
4955,210368,95796.1
4956,226640,100635.4
4957,237157,100080.6
4958,242453,98957.7
4959,244514,97623.9
4960,267549,96755.6
4961,287697,92410.3
4962,288772,88006.1
4963,249322,83299.8
4964,209810,71806.7
4965,193627,70845.3
4966,170920,70009.3
4967,152977,70007.4
4968,137892,71200.6
4969,133511,77630.2
4970,128184,80949.5
4971,129385,83484.1
4972,130010,83104.1
4973,132191,84247.9
4974,143011,85044
4975,160628,85040.2
4976,178198,85399.3
4977,186340,87234.7
4978,193837,89510.9
4979,207103,92687.7
4980,221510,95442.7
4981,231376,94473.7
4982,236915,94960.1
4983,243823,94002.5
4984,265602,90082.8
4985,282298,84272.6
4986,278343,80713.9
4987,240149,76746.7
4988,203470,74624.4
4989,185956,73184.2
4990,169257,71850.4
4991,150829,71316.5
4992,139371,71935.9
4993,132873,78359.8
4994,130238,81430.2
4995,128543,83765.3
4996,128946,83189.6
4997,131681,84266.9
4998,142273,84998.4
4999,159526,84914.8
5000,176278,85272
5001,182933,87090.3
5002,187472,89609.7
5003,198352,92892.9
5004,209735,95685.9
5005,216900,94804.3
5006,221024,95252.7
5007,228378,94538.3
5008,245808,90840.9
5009,261373,84795.1
5010,261496,80886.8
5011,225617,76811.3
5012,189088,74563.6
5013,176414,73072.1
5014,160480,71751.6
5015,139152,71238.6
5016,138608,71907.4
5017,139373,78118.5
5018,131473,81114.8
5019,132805,83360.6
5020,130033,82758.3
5021,128183,83674.1
5022,131029,84308.7
5023,136186,84194.7
5024,147422,84466.4
5025,164050,86191.6
5026,183242,88617.9
5027,199981,91768.1
5028,216938,94485.1
5029,229492,93474.3
5030,232073,93806.8
5031,225835,92769.4
5032,227600,88977
5033,226365,83250.4
5034,221154,79655.6
5035,226523,75808.1
5036,219644,73839.7
5037,205286,72481.2
5038,185589,71208.2
5039,163848,70752.2
5040,143766,71508.4
5041,129337,77482
5042,123037,80533.4
5043,128257,82955.9
5044,125361,82446.7
5045,122177,83531.6
5046,123975,84405.6
5047,128436,84375.2
5048,139811,84734.3
5049,156222,86417.7
5050,175639,88870.6
5051,194608,92246.9
5052,212744,95408.5
5053,228528,94735.9
5054,232643,95323
5055,227124,94665.6
5056,232584,90977.7
5057,237695,84850.2
5058,234013,81103.4
5059,240565,77054.5
5060,233156,74890.4
5061,213480,73385.6
5062,195393,72061.3
5063,168505,71529.3
5064,140514,72205.7
5065,117585,78394
5066,118240,81390.3
5067,122030,83579.1
5068,122988,82999.6
5069,126242,84105.4
5070,137661,84888.2
5071,156343,84890.1
5072,175358,85213.1
5073,184592,87058
5074,191221,89613.5
5075,205101,92847.3
5076,219557,95615.6
5077,229580,94606.7
5078,234702,94477.5
5079,237366,93671.9
5080,258651,90242.4
5081,280316,84417
5082,281698,80795.6
5083,243384,76712.5
5084,202013,74525.6
5085,184864,73056.9
5086,161851,71715.5
5087,142806,70900.4
5088,129309,71510.3
5089,123364,76380
5090,123271,78076.7
5091,126474,78781.6
5092,126778,78091.9
5093,129374,78880.4
5094,140314,79072.3
5095,158902,78834.8
5096,177754,78606.8
5097,186695,79022.9
5098,194296,80896.3
5099,208633,83676
5100,224172,86849
5101,234327,86208.7
5102,240107,85982.6
5103,244723,85644.4
5104,267421,84430.3
5105,289743,80599.9
5106,290329,77041.2
5107,252019,73172.8
5108,208694,80541
5109,190429,78593.5
5110,167491,76898.7
5111,146606,75783.4
5112,132867,75998.1
5113,126023,78639.1
5114,125803,80299.7
5115,128749,80307.3
5116,129424,80233.2
5117,131786,81711.4
5118,142515,82412.5
5119,160856,82636.7
5120,179524,83569.6
5121,187947,86318.9
5122,195772,90204.4
5123,210368,94513.6
5124,226640,99417.5
5125,237157,99493.5
5126,242453,99048.9
5127,244514,97694.2
5128,267549,96185.6
5129,287697,91819.4
5130,288772,87715.4
5131,249322,83248.5
5132,209810,83208.6
5133,193627,80938.1
5134,170920,78891.8
5135,152977,77540.9
5136,137892,77493.4
5137,133511,83436.6
5138,128184,86070
5139,129385,88331
5140,130010,88144.8
5141,132191,90117
5142,143011,91306.4
5143,160628,92231.7
5144,178198,93787.8
5145,186340,97276.2
5146,193837,101437.2
5147,207103,106172
5148,221510,110827
5149,231376,109508.4
5150,236915,109386.8
5151,243823,107756.6
5152,265602,104078.2
5153,282298,97407.3
5154,278343,92930.9
5155,240149,87818
5156,203470,84654.5
5157,185956,82366.9
5158,169257,80282.6
5159,150829,78882.3
5160,139371,78753.1
5161,132873,84684.9
5162,130238,86968.7
5163,128543,89056.8
5164,128946,88933.3
5165,131681,91162
5166,142273,92250.7
5167,159526,93008.8
5168,176278,94574.4
5169,182933,97739.8
5170,187472,101727.9
5171,198352,106059.9
5172,209735,110304.5
5173,216900,108712.3
5174,221024,108516.6
5175,228378,106757.2
5176,245808,103215.6
5177,261373,96637.8
5178,261496,92007.5
5179,225617,87086.5
5180,189088,84240.3
5181,176414,81998.3
5182,160480,79866.5
5183,139152,78498.5
5184,138608,78375
5185,139373,84257.4
5186,131473,87002.9
5187,132805,89182.2
5188,130033,89244.9
5189,128183,91699.7
5190,131029,92820.7
5191,136186,93677.6
5192,147422,95095
5193,164050,98212.9
5194,183242,102239
5195,199981,106897.8
5196,216938,111191.8
5197,229492,109668
5198,232073,109360.2
5199,225835,107806
5200,227600,104209.3
5201,226365,97148.9
5202,221154,92531.9
5203,226523,87481.7
5204,219644,83890.7
5205,205286,81639.2
5206,185589,79395.3
5207,163848,77884.8
5208,143766,77577
5209,135142,83106
5210,131295,85528.5
5211,132896,87582.4
5212,129007,87483.6
5213,126557,89425.4
5214,128358,90177.8
5215,133435,90614.8
5216,143220,91606.6
5217,160043,94466.1
5218,181306,97899.4
5219,200164,102016.7
5220,217841,105839.5
5221,234622,104266.3
5222,240471,103979.4
5223,235566,102351.1
5224,240863,99218
5225,243795,92486.3
5226,242457,88477.3
5227,250287,83841.3
5228,238264,80865.9
5229,221918,78796.8
5230,198181,76875.9
5231,175883,75435.7
5232,147330,75338.8
5233,125704,79344
5234,126939,80867.8
5235,127671,81238.3
5236,128260,80964.7
5237,131695,82384
5238,143123,83035.7
5239,162698,83505
5240,182593,84189
5241,192358,85976.9
5242,201033,89368.4
5243,215596,93499
5244,230740,98148.3
5245,241942,97869
5246,247138,97230.6
5247,250461,95999.4
5248,273241,94836.6
5249,293996,90871.3
5250,294084,86442.4
5251,254817,81890
5252,213047,79323.1
5253,195535,77518.1
5254,172876,75931.6
5255,150523,74903.7
5256,136550,75162.1
5257,132276,77689.1
5258,131689,79737.3
5259,131150,79665.1
5260,131141,79917.8
5261,134291,81690.5
5262,145426,82262.4
5263,164557,82541.7
5264,184168,83292.2
5265,193688,86081.4
5266,201907,89813
5267,217321,94055.7
5268,233471,99375.7
5269,245193,99354.8
5270,251266,99166.7
5271,254411,97979.2
5272,277091,96529.5
5273,297420,92273.5
5274,295698,87992.8
5275,255053,83486
5276,213598,80807
5277,196282,79106.5
5278,171659,77620.7
5279,151556,76604.2
5280,138556,76837.9
5281,133837,82961.6
5282,132450,85914.2
5283,132431,88507.7
5284,132295,88969.4
5285,135357,91553.4
5286,147061,92613.6
5287,165806,93776.4
5288,185204,95687.8
5289,195048,99227.5
5290,202996,103909.1
5291,217529,109141.7
5292,233539,114148.2
5293,245437,112749.8
5294,251346,112472.4
5295,254853,110726.3
5296,276994,107004.2
5297,297629,100166.1
5298,296499,95765.7
5299,255725,90626.2
5300,213329,87232.8
5301,195541,84736.2
5302,171607,82332.7
5303,150840,80738.6
5304,138495,80326.3
5305,132180,86111.8
5306,132288,88540
5307,131471,90669.9
5308,132441,90772.5
5309,135765,93029.7
5310,147296,94344.5
5311,166268,95414.2
5312,184881,97333.2
5313,194798,101080
5314,203666,105423.4
5315,219164,110348.2
5316,235233,115312.9
5317,247564,113640.9
5318,254371,113544
5319,257093,111714.3
5320,280192,108054.9
5321,302166,101163.6
5322,300953,96356.6
5323,258375,91095.5
5324,216423,87660.3
5325,198508,85150.4
5326,174447,82714.6
5327,154610,81006.5
5328,142893,80636
5329,135214,86429.1
5330,134476,88931.4
5331,132968,90991
5332,132762,91108.8
5333,135725,93516.1
5334,146639,94735.9
5335,165315,95670.7
5336,184533,97511.8
5337,194972,101032.5
5338,203320,105189.7
5339,218152,110437.5
5340,233047,114503.5
5341,244497,113156.4
5342,249861,113207.7
5343,252176,111569.9
5344,275096,107982.7
5345,296369,101114.2
5346,292717,96463
5347,251706,91281.7
5348,210751,87949.1
5349,193182,85351.8
5350,174981,83014.8
5351,149448,81399.8
5352,142431,80981.8
5353,144431,86983.9
5354,139008,89402.6
5355,139273,91410.9
5356,135250,91524.9
5357,133319,93846.7
5358,136500,94908.8
5359,143970,95765.7
5360,155924,97456.7
5361,175817,100937.5
5362,199439,105252.4
5363,220460,110291.2
5364,239720,115122.9
5365,257016,113186.8
5366,262607,112960.7
5367,255312,111550.9
5368,260236,108016.9
5369,259151,101382.1
5370,250264,96991.2
5371,253430,91775.7
5372,244265,80637.9
5373,226792,78948.8
5374,206183,77271.1
5375,183997,76404.7
5376,162512,76824.6
5377,126920,82933.1
5378,110181,85792.6
5379,125609,88226.5
5380,123045,88351.9
5381,121134,90548.3
5382,123168,91602.8
5383,126917,92184.2
5384,134583,93402.1
5385,149396,96349
5386,166833,99957.1
5387,182552,104450.6
5388,197550,108759.8
5389,210384,107306.3
5390,213154,107112.5
5391,209270,105959.2
5392,213271,102060.4
5393,217699,95281.2
5394,212804,90877
5395,216219,86117.5
5396,211240,87430.4
5397,197650,84874.9
5398,176796,82461.9
5399,157693,80563.8
5400,131252,79043.8
5401,114483,82838.1
5402,106697,84240.3
5403,117117,85821.1
5404,116698,85427.8
5405,117626,87785.7
5406,123437,88914.3
5407,133775,90120.8
5408,146675,91794.7
5409,154844,95475
5410,162478,99546.7
5411,174371,104429.7
5412,186224,108642
5413,195033,106194.8
5414,199968,105562.1
5415,201967,104118.1
5416,224136,101195.9
5417,241823,95298.3
5418,245953,91908.7
5419,212636,87624.2
5420,181307,84519.6
5421,165641,82188.3
5422,144314,80096.4
5423,127485,77962.7
5424,117642,76520.6
5425,118366,78109
5426,119473,78633.4
5427,120554,78604.9
5428,121816,78110.9
5429,126524,80246.5
5430,138180,80791.8
5431,154978,81817.8
5432,168970,82680.4
5433,176229,84721
5434,182808,87677.4
5435,194366,91555.3
5436,206479,95121.6
5437,215485,93347
5438,221351,92070.2
5439,222457,91124
5440,241181,90198.7
5441,260048,86717.9
5442,259212,83480.3
5443,222805,79733.5
5444,189887,77404.1
5445,172949,75642.8
5446,149012,74090.5
5447,131480,72684.5
5448,122388,71764.9
5449,121606,71907.4
5450,122827,73178.5
5451,123232,73085.4
5452,123959,72815.6
5453,128177,75333.1
5454,139524,75992.4
5455,155204,76982.3
5456,169353,78129.9
5457,174720,81399.8
5458,179367,85503.8
5459,189524,89909.9
5460,200126,94477.5
5461,208355,93537
5462,212247,92748.5
5463,219772,92231.7
5464,235921,91443.2
5465,251393,88163.8
5466,249821,85159.9
5467,215515,81682.9
5468,186402,80206.6
5469,173227,78563.1
5470,151901,76959.5
5471,133401,76058.9
5472,124571,76281.2
5473,125588,78578.3
5474,124569,81149
5475,122578,81462.5
5476,123523,81977.4
5477,127807,84578.5
5478,138681,85182.7
5479,155124,85986.4
5480,168800,87217.6
5481,175546,90527.4
5482,181381,94564.9
5483,192557,99432.7
5484,204135,104840.1
5485,212538,104133.3
5486,217085,103846.4
5487,220335,103133.9
5488,238106,101406.8
5489,252008,97040.6
5490,249283,92431.2
5491,215710,87761
5492,184227,85129.5
5493,169317,83107.9
5494,145733,81219.3
5495,129041,80020.4
5496,120786,79925.4
5497,121839,86391.1
5498,122525,89241.1
5499,122241,91819.4
5500,123177,92395.1
5501,127543,95676.4
5502,138596,96911.4
5503,154172,98104.6
5504,167545,100092
5505,173130,103956.6
5506,177638,108657.2
5507,186917,114279.3
5508,197518,119703.8
5509,205418,118026.1
5510,210527,117760.1
5511,210278,115523.8
5512,228071,111645.9
5513,244865,104762.2
5514,243128,99941.9
5515,208631,94359.7
5516,175840,90825.7
5517,161757,87865.5
5518,142316,85230.2
5519,128412,83315
5520,125040,82600.6
5521,132511,88397.5
5522,127783,90823.8
5523,128174,92879.6
5524,124878,93217.8
5525,124561,96512.4
5526,127689,97462.4
5527,132435,98790.5
5528,140266,100768.4
5529,156115,104802.1
5530,173092,109512.2
5531,188728,114733.4
5532,204324,119973.6
5533,216842,118104
5534,221336,117735.4
5535,215917,115445.9
5536,218412,111663
5537,219589,104832.5
5538,215000,100074.9
5539,216045,94716.9
5540,210450,90734.5
5541,195363,87918.7
5542,173256,85108.6
5543,154471,83092.7
5544,138225,82385.9
5545,129337,87641.3
5546,123037,89915.6
5547,128257,91988.5
5548,125361,92243.1
5549,122177,95136.8
5550,123975,96273
5551,128436,97266.7
5552,139811,99404.2
5553,156222,103464.5
5554,175639,108440.6
5555,194608,114112.1
5556,212744,119340.9
5557,228528,117336.4
5558,232643,116777.8
5559,227124,114026.6
5560,232584,110422.3
5561,237695,104015.5
5562,234013,99250.3
5563,240565,93985.4
5564,233156,90491.3
5565,213480,87770.5
5566,195393,85110.5
5567,168505,83049
5568,140514,82382.1
5569,117585,88084
5570,118240,90248.1
5571,122030,92279.2
5572,122988,92822.6
5573,126242,96445.9
5574,137661,97639.1
5575,156343,98841.8
5576,175358,101203.5
5577,184592,105543.1
5578,191221,110194.3
5579,205101,115231.2
5580,219557,120159.8
5581,229580,117853.2
5582,234702,116838.6
5583,237366,114488.3
5584,258651,111385.6
5585,280316,104416.4
5586,281698,99706.3
5587,243384,94462.3
5588,202013,90624.3
5589,184864,87806.6
5590,161851,84920.5
5591,142806,82726
5592,129309,81783.6
5593,123364,85254.9
5594,123271,86526
5595,126474,86951.6
5596,126778,87118.8
5597,129374,89927
5598,140314,90436.2
5599,158902,91241.8
5600,177754,92672.5
5601,186695,94887.9
5602,194296,98452.3
5603,208633,103082.6
5604,224172,107882
5605,234327,106892.1
5606,240107,105712.2
5607,244723,104232.1
5608,267421,103126.3
5609,289743,99054.6
5610,290329,94331.2
5611,252019,89326.6
5612,208694,86100.4
5613,190429,83670.3
5614,167491,81489.1
5615,146606,80117.3
5616,132867,79703.1
5617,126023,81713.3
5618,125803,83696.9
5619,128749,83955.3
5620,129424,84954.7
5621,131786,87952.9
5622,142515,88714.8
5623,160856,89697.1
5624,179524,91163.9
5625,187947,94791
5626,195772,99554.3
5627,210368,104817.3
5628,226640,110642.7
5629,237157,110236.1
5630,242453,109637.6
5631,244514,107997.9
5632,267549,106647
5633,287697,102425.2
5634,288772,97576.4
5635,249322,92493.9
5636,209810,83267.5
5637,193627,81071.1
5638,170920,79041.9
5639,152977,77820.2
5640,137892,77757.5
5641,133511,83624.7
5642,128184,86356.9
5643,129385,88283.5
5644,130010,87918.7
5645,132191,89493.8
5646,143011,90400.1
5647,160628,90464.7
5648,178198,91200
5649,186340,93440.1
5650,193837,96658.7
5651,207103,100795
5652,221510,104011.7
5653,231376,102995.2
5654,236915,103016.1
5655,243823,101615.8
5656,265602,98036.2
5657,282298,91564.8
5658,278343,87170.1
5659,240149,82435.3
5660,203470,89503.3
5661,185956,87012.4
5662,169257,84656.4
5663,150829,83174.4
5664,139371,82764
5665,132873,88633.1
5666,130238,90960.6
5667,128543,93240.6
5668,128946,93681.4
5669,131681,96377.5
5670,142273,97321.8
5671,159526,97994.4
5672,176278,99590.4
5673,182933,103002.8
5674,187472,106485.5
5675,198352,110899.2
5676,209735,114942.4
5677,216900,113107
5678,221024,112620.6
5679,228378,110439.4
5680,245808,106973.8
5681,261373,100428.3
5682,261496,95898.7
5683,225617,90823.8
5684,189088,87398.1
5685,176414,84802.7
5686,160480,82374.5
5687,139152,80675.9
5688,138608,80119.2
5689,139373,85880
5690,131473,88234.1
5691,132805,90476.1
5692,130033,90791.5
5693,128183,93309
5694,131029,94534.5
5695,136186,95642.2
5696,147422,97544.1
5697,164050,101135.1
5698,183242,105575.4
5699,199981,110604.7
